gene_name,HH003_D_SA_S7
Z98949.3,36.652
LINC02486,72.0
TIMM8B,31.394999999999996
AL157912.1,17.702
AC046168.1,31.0
SNX33P1,3.1289999999999996
IGLV2-8,11.129000000000001
AC027601.2,4.0
LINC00265-2P,1.005
NAP1L4P1,81.0
AL355490.2,2.679
LRG1,212.94
H1FOO,9.0
POLRMT,37.383
BET1L,224.65599999999998
LDHA,518.4369999999999
LINC00487,28.0
AC008438.1,11.0
ANKH,499.80500000000006
AP002847.1,116.743
OR7E15P,12.317
AL049875.1,25.0
NDUFA5P4,3.0
LTA4H,2329.169
C1RL,411.89599999999996
AKAP5,198.419
KIAA1683,119.65100000000001
TRAJ35,4.0
POLR3F,86.64599999999999
FLJ37453,94.757
RN7SL338P,19.015
LINC01259,24.671999999999997
ST20-AS1,344.866
RPL7P40,16.0
OR52N4,11.999999999999998
MTND2P39,6.0
AC024595.1,12.0
MIPEPP2,17.0
AC094105.1,10.0
MIR6757,0.0
SLMAP,837.5600000000002
AL354977.2,16.0
AL662907.1,16.0
NPM1P24,10.470999999999998
AC117470.1,1.9569999999999999
MNT,187.427
AC009052.1,0.0
AC097468.1,10.295
AC012629.2,11.26
AP001207.3,2.0
TNIP3,102.281
DAOA-AS1_1,0.0
MTND5P12,50.0
PDPK1,498.378
SRD5A2,32.0
AC104076.1,2.0
BANF1P3,7.961
AC008622.1,4.587
MIR3618,0.0
HMGB1P12,4.0
AC108733.1,8.0
MIR676,3.0
AC124290.1,1.0
AC013472.2,2.0
LLGL2,71.847
KATNBL1,779.9709999999999
RN7SL868P,5.06
EXOSC3P2,4.0
BGLAP,2.0
AL132780.3,25.397
RTTN,2137.787
MIR6839,3.0
LURAP1,107.484
SMARCAL1,77.687
AC105148.1,2.0
RNU6-604P,1.0
ERCC6L2,261.99899999999997
EEF1A1P36,10.005
AC024337.2,42.0
AP003400.1,0.0
PPP1R3G,44.794
AC008781.2,179.0
RPL23AP20,1.0
PIGUP1,6.553
HCN3,31.999999999999996
AC092916.2,7.0
AC013562.1,19.0
MIR4274,0.0
IGLV4-3,1.0
RNU6-926P,0.0
ADPRHL1,111.267
AC006372.4,14.0
RNU6-808P,5.0
AC152010.1,6.867999999999999
SLC30A9,331.039
OR6B2,12.1
AL355376.2,14.0
LINC01209,61.119
AC106801.1,61.534
CXCL1,66.0
AC245088.3,2.0
SCN7A,180.496
LINC01055,53.083999999999996
AL022324.3,24.0
UBTFL1,13.023
AC073065.1,258.052
AC074387.1,43.656000000000006
AC009319.1,3.0
AC092442.1,0.0
MFAP5,77.21600000000001
AC009021.2,27.011
CTBS,738.973
NCK1,172.99999999999997
AL161931.1,3.0
BANF1,116.084
LINC00310,188.83599999999998
STAP2,150.039
LINC002481,18.348
AC093849.1,83.818
ALG1L10P,3.0860000000000003
CDY12P,21.918000000000003
ERP27,93.278
AC046130.1,22.378
LINC01135,8.0
RNU6-1113P,0.0
RNA5SP212,7.0
AC091132.5,151.574
PPP1R14B,15.488
SAMSN1-AS1,7.0
PTP4A2,990.507
LINC01301,105.457
AC079781.5,84.77799999999999
TMED1,9.871
AC010333.1,18.836
AC004594.1,41.003
AC099786.2,11.0
MARS,379.329
RPSAP69,5.0
PEG3,114.882
ARID3C,9.0
ZNF10,62.999
LSP1P2,0.0
AC010141.2,14.484000000000002
AL109827.1,0.0
YWHAZP4,8.453
HUNK-AS1,1.0
ADM,77.0
RNU4-30P,1.0
SLC4A1APP1,20.070999999999998
LINC02075,28.16
FTCD-AS1,2.0
PHBP8,5.0
SEMA5B,26.0
AL583803.1,6.0
BIRC7,4.0
BGN,17.708
AF111167.1,109.21799999999999
RNU6-84P,1.0
AC118469.1,4.0
LINC02476,56.627
AC109471.3,7.0
TRAV25,9.0
IPCEF1,574.138
ZNF562,1563.8890000000001
AL096870.2,32.235
AC018511.2,0.0
DIP2C,65.87200000000001
SGPP2,75.436
TRBV24-1,4.0
AC090617.8,5.0
AC107308.1,6.0
AC008677.1,5.0
PIGC,134.999
AC024475.1,109.25399999999999
AC008543.5,73.648
MIR6824,0.0
AC068831.3,92.01299999999999
TPM3P1,14.058
AC007967.2,3.0
BRI3P1,0.0
ATP5LP2,2.0
RNU6-1243P,0.0
AC231533.2,2.184
EVX2,48.0
STMN1P2,8.0
ZNF225,271.233
AC009951.1,607.0
AL606534.2,20.018
PCDHGB8P,40.236999999999995
LINC01980,57.136
TBC1D14,425.995
MIR519B,2.0
AL512506.1,5.0
AC133104.2,0.0
SLC35C2,129.993
MS4A6A,970.771
AP001116.1,8.0
AC000089.1,7.183
AC133485.2,19.976
AC011447.6,141.13
MTCYBP40,22.0
MFSD12,80.297
AC024563.2,5.0
AC024288.1,7.0
PTPN1,320.796
RPL7P23,6.606
AC008429.4,6.0
MIR4261,0.0
NRSN1,46.185
AC006157.1,2.0
PIGB,527.611
LSM2,22.0
LINC02545,3.0
RNU4-14P,1.0
SLC47A2,42.529
AC122714.1,14.0
IL1B,209.0
AC084871.2,7.0
AC136475.4,0.0
SNORA19,19.0
KLHL32,35.427
POC1B-GALNT4,5.465
BX470209.2,8.0
FBXL15,10.665999999999999
MORF4L2,120.001
AC097478.2,20.0
AC013283.1,7.027
AC116158.2,25.031999999999996
RPL4,451.88300000000004
TEX36-AS1,17.0
LINC00951,4.0
AC135721.2,4.922
MIR7849,2.0
AC009171.1,1.0
AC103810.9,0.0
AC027338.1,5.0
HINFP,656.085
AL031665.1,1.5419999999999998
PAICSP6,16.489
RNA5SP39,3.0
AL353616.1,29.0
RNY3P4,4.005
AC073578.4,249.688
ZNF280D,868.5590000000001
AC093716.1,2.0
GRIK1,101.0
XKRYP6,16.0
YPEL5P1,5.0
AP000529.1,17.145
NEK4P2,5.182
AC015920.1,59.508
SNORA50,0.0
CCDC148,122.133
MCPH1,393.00600000000003
AC010538.1,169.248
MTND1P37,5.0
RNU6ATAC7P,0.0
RIMS1,161.80399999999997
RPS17P13,20.0
AL080284.1,6.0
DLEU1-AS1,8.0
VTA1P1,17.0
AC005618.3,0.0
Z99289.3,7.0
RN7SL371P,65.347
ARHGEF2,595.9990000000001
MIR4442,0.0
AP000457.1,2.0
AC067750.1,127.574
OR13D1,18.354
PRORSD1P,70.638
LINC02206,4.012
RNA5SP121,6.0
AC010650.1,1.0
SDAD1,98.62700000000001
RN7SL141P,26.325
CYP2F1,39.623000000000005
AC008735.4,20.689
AC008549.3,1.002
LINC01936,58.273999999999994
CHMP6,21.0
IGKV4-1,48.0
AL160408.4,14.084000000000001
LINC01210,32.0
LINC00336,33.779
REXO1L11P,0.0
TMEM132B,213.284
AC021443.1,6.0
GJA3,56.0
ALB,28.999
AL080317.2,54.258
AC004112.1,6.0
AC087749.1,11.0
DUBR,45.261
AC090004.1,3.727
RN7SL357P,9.84
AC023043.4,9.0
MYL6P1,0.0
AL162400.1,3.0
RSBN1,351.0
AC239799.1,57.746
AF228730.3,0.0
SLC9A1,114.534
AL356277.1,0.0
AL391097.1,21.0
AC004790.1,4.0
PEX7,29.286
RPS28P8,0.0
SOX4,103.835
MIR518A2,0.0
OSTC,41.001
AC104619.2,7.0
PDZD2,234.51100000000002
ANKRD16,53.794
AC009022.1,1.535
VN1R42P,4.0
AP003064.1,4.212
RNU6-595P,52.0
AP000532.1,0.0
MAPK12,50.008
WASIR2,42.982
AC239585.2,6.0
RPL5P22,9.0
MIR3612,1.0
AL592464.1,6.0
SDAD1P2,13.373
ATP11A,830.581
SCRN1,118.0
EIF1B-AS1,148.467
GPR20,7.0
LINC01664,17.0
STK32C,35.0
AC005911.1,12.189
HNRNPA1P52,12.165
AC022634.2,3.0
AP004607.5,0.0
RPSAP43,1.0
CENPF,223.528
AC079354.3,2.7260000000000004
AC012291.1,20.384
AC083809.1,2.0
RN7SL271P,7.0
AL354811.1,6.106
NFYC,313.521
AC104989.1,1.0
GAPDHP47,9.0
CYP11B1,31.000000000000004
SUPT20H,829.2600000000001
APLP1,73.386
PTPN18,331.078
AP005059.1,5.0
MIR6818,0.0
GOSR1,840.6880000000001
RNA5SP166,6.489
PSME3,636.3820000000001
THUMPD1P1,6.029
KCNJ2,689.001
TSC22D4,206.43599999999998
ZNF274,265.105
MEG9,13.0
AP000350.3,1.473
AL445187.1,7.0
RNU6-642P,3.0
SNHG1,102.64099999999999
snoU83B,1.0
AC010319.2,0.0
AP003717.3,14.0
RN7SL426P,3.984
GUSBP9,13.734000000000002
AL606530.1,5.0
AC006064.3,1.0
RNU1-55P,0.0
AL121579.1,2.0
AL590617.1,11.0
AC005070.1,6.0
ACSBG2,38.001
ABL1,56.998999999999995
PLCE1-AS2,48.001
RAC1,413.645
C11orf16,13.0
C2orf50,61.041000000000004
RAB14,412.0
DBX1,10.0
SERPINA3,46.120999999999995
IGHJ6,0.0
POM121L4P,5.136
ZNF581,10.0
UST,62.03
YDJC,6.0
PNLDC1,20.0
NUFIP2,1781.853
AC022960.3,14.0
SFMBT1,110.81
AC159540.1,14.0
AL109761.1,16.0
DOCK9,267.256
TTC24,19.0
RNU6-1322P,6.501
PRELP,250.8
IGKV2OR2-10,0.0
OR2W5,15.0
AC078880.2,5.0
AC099849.1,2.0
AP001160.3,2.0
SYAP1,534.691
RN7SL706P,9.0
ABI3,76.0
RNU6-76P,0.0
AC006994.1,29.0
RNU6-862P,0.0
HDHD2,127.886
TMCC1-AS1,379.3900000000001
ITGA2B,117.98800000000001
IGHVII-49-1,1.0
PCNPP4,11.0
AL136501.1,2.072
LINC01711,0.0
ZNF43,240.272
RNY4P19,2.0
AC025171.1,81.305
RNU6-36P,0.0
AL591212.2,0.0
RENBP,81.367
AC022540.1,147.281
AC021035.1,8.0
RAB28P3,9.451
GOLGA2P6,1.906
ZNF285B,16.22
AL359771.1,5.0
ETFA,185.44500000000002
BISPR,192.99600000000004
ADAM22,187.0
AC124319.3,12.255
RN7SL75P,5.0
AL359738.1,1.0
TTC21B-AS1,33.967999999999996
CNTNAP4,69.0
RNA5SP285,5.0
CLSTN2,165.694
C20orf24,128.839
AC069277.1,175.551
AC019176.2,6.0
AC140113.1,6.0
AC112178.1,39.937
ELOCP22,3.0
HSPA8P8,3.1039999999999996
ADAM6,12.242999999999999
PRMT7,129.823
TUBB8P3,3.0
AC004893.2,122.13600000000001
AL050403.2,17.0
ZUFSP,85.0
AL590542.1,24.0
THAP12P9,50.254
ALG8,94.83500000000001
AL355103.1,71.0
ZMYM2,1067.3929999999998
DPT,22.0
ISM1,20.0
RN7SL687P,3.113
RN7SKP213,27.31
DUSP8P5,12.394
LCE2D,3.0
NAPRT,33.167
HOMEZ,150.543
CD1B,39.0
OR5AC4P,3.0
AC010333.2,9.0
NR1H4,41.0
AL596087.1,12.2
SEPHS1P6,4.338
LINC01984,7.38
BMS1P17,68.488
AC083806.3,5.0
GNAS-AS1,68.527
FMR1,460.02500000000003
MIR202HG,46.176
KRTAP13-6P,6.0
MEA1,31.345
AC090616.6,63.488
RNU6-166P,3.0
GRB7,23.001
RNU6-843P,0.0
RNA5SP311,0.0
ANKRD35,36.0
AL132640.2,37.0
SNORD88C,1.864
MIR513A1,0.0
MARK2P9,9.0
AC145146.2,9.0
SV2C,228.147
PRKD1,61.0
BNIP3P31,2.0
AC055860.1,0.0
AC012464.2,26.956999999999997
RN7SL162P,14.777999999999999
GDF10,10.0
AL391840.1,3.0
CEP83-AS1,35.18
RPS3AP49,0.0
ZNF593,3.903
AC123912.6,0.0
AL513365.1,13.124
AC245748.2,1.195
AC007773.1,10.385
HTRA3,9.0
ANKRD42,234.009
AC239859.2,4.374
OR5AN2P,4.0
AC015853.1,15.0
PPIAP21,7.412000000000001
AC005481.1,21.0
ATPAF2,106.53800000000001
RNA5SP483,4.0
HSPE1P24,7.0
RFX8,24.0
RASA3-IT1,4.0
CLEC12B,128.992
SPARC,229.99999999999997
CCDC144NL-AS1,299.169
ZBTB48,75.0
AC008562.1,2.0
OFCC1,115.247
RNA5SP367,0.0
CNN2P11,9.703
AL450468.2,28.0
AC011753.3,2.0
BBIP1P1,3.0
LCOR,1355.521
LINC01857,8.0
AC103691.2,10.304
AC133561.5,0.0
AC093012.1,26.0
LINC02313,4.0
SPRR3,8.0
AC006197.1,6.0
AC039056.2,12.0
AC004522.2,4.0
PCDHA12,8.201
AC010247.2,28.0
RAD54L2,354.882
OR4A15,5.9
SEMA3G,35.0
BARX1-AS1,21.0
MIR4303,1.0
LINC02186,46.0
WDR7-OT1,0.0
AC104117.1,5.0
KRT72,20.999999999999996
AC010931.1,0.0
UBR5,1026.705
PLCE1P1,2.0
AC024132.1,21.0
RNU6-560P,0.0
AC074143.1,13.237
PUDPP1,1.0
AC023946.1,2.573
TIMM9,18.76
AC068769.1,22.0
RNU6-419P,1.785
LINC00210,28.0
AC024082.1,3.0
AC018554.3,3.2710000000000004
MRPS21P2,0.0
AC008991.1,9.0
ERI3-IT1,5.0
CLDN25,7.0
AL161423.1,2.0
HMGB1P19,8.0
ATP5A1P7,0.0
AC244394.2,18.277
AC121764.3,5.0
PDXDC2P-NPIPB14P,399.641
AC004866.1,0.0
TPT1P4,14.045
ID4,24.0
TRAJ57,1.0
RPL7P14,2.12
NUP58P1,22.0
LIM2,6.999999999999999
MIR4461,0.0
FTLP1,1.0
AC006548.2,0.0
AC233724.13,3.0
AC012368.1,1059.727
AC127024.6,178.854
AC092954.1,8.0
AL691442.1,0.0
FGD4,970.3220000000001
Z82190.1,5.0
TAT,94.21600000000001
ZCCHC24,34.0
AC240504.1,3.0
RNU6-462P,0.0
RNA5SP291,2.0
RAD1P2,4.0
MIR7978,2.0
AC127496.7,45.537
SLC35E3,1616.992
HMGXB3,105.753
TMEM139,20.194000000000003
MTND4LP25,0.0
ELFN1-AS1,6.0
FCMR,150.0
MX1,283.367
AL133268.2,33.0
AC099567.1,10.0
LINC00486,29.0
CERKL,282.08299999999997
RNU6-1247P,2.0
AL109933.3,0.0
USP17L3,6.401
PTPRH,59.826
LASP1,636.2110000000001
DHODH,258.286
OR8D1,227.269
AC004009.2,4.0
PIK3R5,449.00000000000006
SYTL1,257.30500000000006
AL157996.1,22.0
GTPBP1,310.0520000000001
GAPDHP64,8.0
AL589765.7,7.63
AC097467.4,3.0
RNVU1-8,1.0
MEG8_1,0.0
RNA5SP190,2.0
AC119751.7,9.89
RNU6-484P,1.0
AL049648.1,0.0
MCCC1-AS1,25.014
NCS1,24.0
COMMD6,77.0
ELOBP3,3.0
AC073488.6,11.675
FP325313.1,4.321000000000001
AC010551.3,5.0
AC090425.1,33.785
ABCD1P5,5.007
AL390862.1,21.0
TAS2R8,18.0
RNU6-1061P,0.0
AC023162.1,2.0
AC026471.3,4.0
AC133865.1,2.0
MTND5P6,31.0
IGHD5-24,0.0
SENP8,108.289
ZNF133,98.943
TRIM65,144.622
SLC36A2,128.505
AL138918.1,7.0
AF186192.3,19.0
AC008814.1,4.0
AL591848.2,1.0
RNU7-129P,0.0
ANKRD36P1,2.0
ARL6IP6,117.41500000000002
AC006070.1,1.0
RNU6-330P,0.0
AL133372.2,195.421
AP002991.1,5.0
LCMT2,136.898
AC008747.1,2.0
GREB1L,143.99900000000002
ZNF575,28.514
DCAF4L2,34.396
RPPH1-2P,3.0
CGB1,6.031000000000001
UQCC2,24.590000000000003
AC005324.5,12.0
NMI,339.428
MSX1,29.185
AC007068.1,0.0
PRELID3BP7,4.0
MTCYBP20,14.0
PLEKHS1,110.958
GP1BA,66.0
TIAF1,162.124
AC010326.4,47.33
OCIAD2,60.65299999999999
KIAA0556,215.70800000000003
COL4A3BP,648.817
TRDD1,0.0
MIR1322,1.0
AC096636.1,20.158
AL137077.1,11.0
RNA5SP329,6.069
MIR6508,0.0
ST3GAL5,736.921
AC139887.1,8.0
HMGB1P28,10.0
ANKRD50,239.00000000000003
ATG2B,592.442
HCN2,16.0
AP000553.2,6.0
AC092892.1,10.0
AC097527.1,6.107
EAF2,92.0
AC072046.2,2.0
AC005674.2,145.914
AL358154.1,14.18
RNA5SP384,0.0
Z99129.3,215.77599999999998
HOXA10-AS,6.218
MTCL1,85.999
LINC01600,29.0
AC097491.1,8.0
BX640514.1,11.0
PSMD6,486.76300000000003
TRAF6P1,12.142999999999999
TPRA1,40.635999999999996
AL136181.1,6.0
AL391645.1,17.0
RN7SKP122,1.0
BNIP3P32,2.0
AC012653.1,5.0
AC016987.2,0.0
AC100844.1,14.0
NAA40,123.39300000000001
AL035458.2,5.603
POLD3,143.746
EIF4G2,1200.852
Z98885.2,44.355
KRTAP15-1,5.0
STEAP2,172.96299999999997
ANKRD20A19P,288.806
AC108463.3,267.08299999999997
CARSP1,6.0
AC011455.3,0.0
DAW1,51.11800000000001
LINC00207,9.0
HMGN1P36,5.547000000000001
MIR1273A,60.832
DHX8,399.01300000000003
GNL2,414.018
SNORD30,1.0
TPMTP1,8.0
HPS4,288.003
MIR1302-1,2.0
AMY2B,257.93399999999997
HOXA11-AS1_2,0.0
MYL6P3,2.0
AC073651.2,9.0
ST3GAL5-AS1,9.0
SNRPGP11,1.0
FAS,283.001
PRKACG,23.0
AC005086.3,60.255
AC004771.2,4.353
PEX10,14.443999999999999
AC093166.1,2.0
SP1,1313.4750000000001
AL356804.1,17.0
AC008063.1,4.0
EPYC,5.0
E2F7,73.00099999999999
C5orf67,10.0
TSPAN9-IT1,1.0
MIR3658,0.0
AC233982.1,0.0
RBFA,84.713
AL078587.1,77.0
NDUFAF8,8.0
MIR8085,0.0
RNU4-91P,0.0
EVPL,59.148
AC073544.1,26.0
KAT14,45.886
AC138853.1,10.092
MIR6127,2.0
ATP5G2,139.16899999999998
MEDAG,13.0
AC007342.5,78.547
AL139397.2,7.0
PDE6D,58.001000000000005
CALM2P2,36.223
AL589994.2,9.0
AP000235.1,28.0
AC110048.1,24.0
MIR548I4,0.0
TRBV26OR9-2,2.0
DCSTAMP,34.0
RNU6-333P,0.0
AC005262.2,0.0
AC010642.1,6.0
ALDH5A1,250.79200000000003
TRBV29-1,8.871
YBX1P3,7.0
MIR758,0.0
AF213884.2,3.0
FAM129C,804.314
BRPF3,162.001
AC022778.1,11.0
RN7SL375P,7.034
AC006133.1,7.0
AC007795.1,7.0
PLS3-AS1,83.826
HIST1H3C,85.0
TAS2R3,19.0
AP001122.1,169.81699999999998
MIR30E,2.0
SPDYE18,12.832
AC090415.1,8.0
FKBP1C,15.77
AL132671.2,17.82
PRR30,15.0
NUTF2P8,1.0
MIR6780B,1.0
AC009320.1,4.0
AC087392.4,2.0
AC243829.1,8.0
HDAC1P1,4.0
DOHH,17.0
RHBDD2,28.067
IGHV1-3,7.0
AC018638.8,8.476
WWTR1,120.931
AL390778.2,5.0
LINC01774,4.0
SYT16,300.07699999999994
AL512356.2,0.0
AC093392.1,69.393
SALL4P2,8.0
HNRNPCP2,2.48
RPL21P8,14.0
IGHD2-2,0.0
CTAGE6,64.167
AK6,79.685
ASH2LP2,10.0
DCTN1,257.955
AC023906.4,16.0
MIR509-2,0.0
ELOA3B,0.0
AL357139.1,7.0
EEF1D,252.358
C5orf63,185.142
SNORD114-29,1.0
AL096829.2,8.112
H3F3A,2697.571
RNU1-11P,859.257
EIF5A2,100.279
AL353996.1,0.0
AC138150.1,26.826999999999998
AC021506.2,1.0
HS1BP3,184.845
GSDMB,350.02700000000004
CYP4F27P,2.0
MIR1234,0.0
DNAJC9-AS1,107.28500000000001
AP001496.1,16.0
DSCR10,9.0
AC016582.2,8.163
AHCYP3,5.0
THRAP3P1,20.027
RPL32P35,2.0
SURF4,139.0
NUP160,365.26599999999996
RASA4,201.505
AL356740.3,5.0
AC005180.2,102.87100000000001
AC125603.2,6.274
SPAG6,45.0
DNAH1,249.00000000000003
RNU6-698P,2.947
ABHD17AP6,2.286
AC006455.7,2.035
AC006329.1,2.0
HHIP-AS1,19.0
ST3GAL4,75.001
AP001342.1,3.0
AC020661.1,20.0
AC009041.2,57.554
MCTP2,3362.996
AC098614.3,4.133
SNURFL,3.0
POLR2A,576.527
SNORD9,10.0
AC116407.1,12.179
SGF29,37.150999999999996
AC073869.10,2.435
FIP1L1,354.76
HOMER2P1,5.0
NUDCD2,305.812
AC073569.1,54.172
RTEL1,55.554
PLCL1,136.721
AC113349.1,2.0
AL080317.3,274.265
CITED2,183.0
MAGEC2,1.0
AL512343.1,1.0
AC044839.1,62.388
SEMA7A,21.999999999999996
RNU6-142P,0.0
HSPE1P28,14.0
MT1P3,3.0
AL353626.3,0.0
AP4E1,235.69699999999997
PSMD6-AS2,199.576
AC008429.3,3.286
AC009656.1,12.0
HAND2-AS1,131.426
FLOT1,241.99999999999997
RN7SKP199,1.0
BEST3,203.94799999999998
ZNF850,309.388
PTCH2,25.027
LINC01123,20.528000000000002
AC002470.1,3.0
AC025171.4,30.0
SPG7,397.066
TEF,32.0
AL357992.1,1.0
HMGB3P6,7.446000000000001
MIR2276,0.0
CHAMP1,131.159
AC027667.1,5.0
AC004147.3,6.0
SORBS3,35.001
PLPP6,37.0
AP005233.1,22.715999999999998
Z97987.1,5.0
AP001025.1,0.0
AC023050.1,4.0
DYNC1I2P1,10.265
AL807761.1,1.0
NFRKB,198.588
PVRIG2P,0.0
AP000757.1,55.986000000000004
AL355472.1,6.0
AC111170.3,106.351
AC010401.2,99.81700000000001
SYT12,170.56799999999998
NEK2P2,25.392
AC027601.3,1.09
POLB,260.252
AC131934.1,12.879000000000001
MIR4768,0.0
AC084781.1,10.0
TNFRSF13C,133.506
AL136139.1,0.0
IGSF9,465.86800000000005
AC129102.1,3.002
AC129807.1,12.0
AC007342.8,26.0
AXIN2,57.522999999999996
AC104819.1,0.0
TRPC3,59.0
OSBPL9,479.77000000000004
GSG1,498.25800000000004
CICP19,17.194000000000003
AC112176.1,9.0
RPL23P11,3.0
AC006445.1,4.0
AC003988.1,10.0
AC109446.4,146.52
AC011753.1,3.0
OR9G4,30.000000000000004
HEG1,155.183
AC112187.3,22.648000000000003
MTHFD2P7,4.196000000000001
LINC00163,1.0
AL137058.1,3.391
C19orf53,17.214000000000002
KDM5C-IT1,32.999
NMNAT2,93.371
SPDYE10P,143.942
AC022098.3,3.0
C8B,50.411
AC024132.2,27.0
AC010997.2,0.0
FAM102B,292.151
PDE4D,419.667
ANKRD36,580.346
RBMY2YP,0.0
SNORA108,0.0
U1,2490.898
SMAD5-AS1_4,0.718
ZNF790,98.018
IGSF5,72.745
CPA5,25.0
AC119428.2,17.303
AC011195.2,1.012
AC087481.2,2.61
AC009779.1,2.0
ZNHIT1P1,6.0
IFNWP19,5.324
AC103876.1,63.419
TMEM42,68.0
RPS29P14,8.0
SPG11,1174.498
AC138907.10,653.6669999999999
XKRY,25.0
PXT1,19.0
MT1B,3.0
SNORA59A,5.737
PHF2P2,8.0
AC244670.1,0.0
OR2G3,9.0
HNRNPLP1,4.591
FAM35A,105.62799999999999
LINC00707,147.94299999999998
FGFR4,48.058
AC073052.1,39.0
CRTC3,277.092
AC092117.1,46.423
SEC14L5,108.282
AC026367.3,7.4670000000000005
NR2C2,773.5529999999999
AC100802.1,37.0
NHLH1,18.0
AC099676.1,23.796
AC011525.2,7.888999999999999
TECRP2,5.0
BEND7P1,4.0
TCEA1P3,8.0
RNU6-438P,5.0
LINC00703,80.104
MIR133A1HG,70.0
TIAL1,751.09
CHTOP,393.22600000000006
RPS7,317.73900000000003
COBL,116.0
RNA5SP479,2.0
RNU6ATAC28P,1.0
AC019226.1,18.0
TMEM45A,21945.893
RNA5SP268,2.0
CCDC110,41.0
AC068587.9,0.0
RPA2P3,6.235
TMEM186,61.212999999999994
AC073130.1,448.31
AC084757.4,0.0
AL022313.3,4.0
RNU6-1078P,0.0
ISLR,25.0
GRPEL2-AS1,2.0
AC145098.2,183.875
CFDP1,119.588
PSMA4,172.34799999999998
AC004784.1,87.98700000000001
AL451060.1,9.0
MIR548AV,0.0
PRKXP1,18.409000000000002
AL354685.1,16.0
AL358394.1,9.0
PARVA,103.96000000000001
AL138787.1,10.0
POP5,73.441
AC021180.1,8.0
BEX1,11.0
CCM2L,6.088
AC005522.2,14.445
TPMTP4,1.0
AL133375.1,7.447
CNOT1,1057.3870000000002
AC006023.2,3.0
ENKD1,20.999999999999996
TMEM243,99.247
RPL31P12,4.886
LINC02040,12.0
PCDHA3,39.92
TERF1P3,12.525
CHIT1,130.452
MIR4778,1.0
PDIK1L,84.99900000000001
RNU6-917P,0.0
PCYOX1,290.332
RNU6-888P,1.0
AC013444.1,13.0
RNA5SP275,0.0
AC073055.1,29.268
AC004982.2,44.31399999999999
AC006427.1,6.0
AL390774.1,8.0
HSPE1-MOB4,2.4859999999999998
ANKRD40,152.758
GLOD4,140.911
AC012146.3,8.0
ZBTB45,30.0
ENSAP3,7.0
GP9,4.0
OR10V2P,15.0
PSMA2P1,7.0
FNDC7,24.0
AC098850.3,8.0
AC099329.2,106.42800000000001
MATR3,893.64
LGALS4,31.148999999999997
TNK2,229.562
CHURC1-FNTB,0.0
AC245028.1,0.0
AC138305.3,17.374000000000002
LINC01650,11.0
AL596268.1,2.0
CLUHP11,4.0
AC239367.3,2.785
AC016559.1,1.0
ZNF235,80.123
AC002384.1,131.181
STX16,1140.523
DEFB108B,22.0
AD000864.1,84.353
MIR7150,2.0
SNORA84,12.0
AL590132.1,18.543
VN1R79P,5.922999999999999
LARP6,83.46900000000001
AC104365.1,15.213000000000001
ECHDC3,28.69
ARID5B,311.864
CSTB,129.041
TAB3P1,13.000000000000002
LINC01096,15.0
NIPAL2,156.05
EFCAB7,120.21599999999998
RNU1-18P,1.1340000000000001
SUPT20HL1,5.706
SP2,84.42099999999999
ALPK3,60.0
AC008080.3,10.0
AC016912.1,0.0
DSCC1,38.0
AC079035.1,39.0
AMOTL1,103.661
MTND3P12,180.62599999999998
AC021097.1,13.783
AC024224.2,7.0089999999999995
OR10B1P,3.0
MIR181B2,1.0
EEF1A1P2,12.0
LINC00339,93.617
CYB5R1,58.0
YAP1P1,8.235
RPL23AP24,4.039
MIR204,2.0
AC022784.8,8.0
AC011840.3,6.0
SERPINB12,30.0
AC083900.1,9.0
SFXN4,23.0
MIR4484,0.0
MIR5196,1.0
LDLRAD2,18.086
CCZ1,369.57000000000005
SMARCE1P5,13.289000000000001
SORBS1,163.99200000000002
RPL34P6,2.0
TMEM9,37.001000000000005
AC016911.1,4.631
MIR574,0.0
PRB2,19.157
MTATP6P26,25.0
LLPH-AS1,20.961
RN7SL584P,7.0
AC099850.2,0.0
BRWD1-AS2,12.0
IGHVII-51-2,5.0
AL049634.2,55.373999999999995
AP003774.4,30.0
AL133342.1,114.0
BAIAP2,90.418
AL359513.1,5.0
MYLK4,72.018
ZFP57,10.0
AC040926.1,1.0
AP000275.2,7.647
TSR2,20.0
TFPT,17.508
AL121761.2,63.391000000000005
TMEM81,23.0
MYSM1,631.719
AC026412.1,90.78899999999999
AC027541.1,3.0
AC007040.1,9.0
AC096537.2,5.0
AP000942.4,1.0
AL390879.2,208.549
LINC02002,45.00000000000001
AC105185.1,10.0
EIF4E,1549.8890000000001
MIR4504,6.0
FAM3C2,56.104
CELP,107.644
AC235565.1,6.301
AC005842.1,18.0
PTGR1,451.41400000000004
SUFU,89.0
IGLVIV-59,0.0
AC144521.1,13.0
RPL17P34,0.0
SPOCK2,115.99900000000001
AL137058.2,14.973
AC024651.1,42.281000000000006
DYNC1LI1,372.203
ATF7,391.383
SYS1-DBNDD2,7.459
RNU6ATAC21P,3.0
ATP6V1G1P7,25.0
AL356863.1,58.325
PRKAR1B,22.0
TMEM138,293.7510000000001
MLNR,11.0
AC025181.1,4.0
NCAPH,44.0
RPL21P33,5.0
AL033381.2,7.0
RN7SL558P,26.304000000000002
CDKN1C,10.0
AC024581.1,66.622
KIAA0319,222.015
MIR512-2,1.0
AC021054.1,124.405
RNA5SP496,2.0
AC092687.1,4.0
