gene_name,HH003_R_SA_S9
AP001109.1,2.0
AC092266.1,0.0
LINC01608,3.591
AP000943.3,1.0
ATP5F1P5,0.0
CCDC181,5.0
P2RY1,6.0
DBF4B,24.65
RSAD1,3.0
ZNF680P1,1.0
NANOGNB,1.03
LAMP5,0.0
LINC02340,7.555
AL442128.1,0.0
AC090692.1,1.0
EEF1GP2,0.0
AC244100.4,0.0
MIR6860,0.0
LINC01755,1.0
FAM110B,3.0
MIR425,0.0
RPL36AL,1.055
RNA5SP222,0.0
RNU6-33P,0.0
SEPT1,10.169
NFATC2,8.0
SLC25A6P2,0.0
PTPDC1,10.0
AC112192.1,0.0
AC022400.8,1.0
MEIS1-AS2,1.0
PRL,2.0
AL159169.3,0.0
RNU6-876P,0.0
AL354707.1,18.281
AC069271.1,0.0
TMEM252,2.0
VRK3,35.348
BPIFA2,0.0
AC106897.1,1.0
GAPDHP55,0.0
AL159987.2,0.0
DUXAP2,0.0
RNU6-897P,0.0
JAKMIP3,5.0
BRPF3,7.0
AC079780.1,0.0
LINC01067,2.04
XRCC2,97.05
LRRC3B,2.0
AC061709.2,0.0
AL512656.1,0.0
ZFPM2-AS1,2.263
DAPK2,46.998
PIAS3,8.0
RN7SL213P,0.0
AL022323.4,73.035
LINC02504,4.059
GNL2P1,2.0
AL162233.1,0.0
NCLP1,2.0
POU3F2,5.0
CASTOR1,0.0
ARL17A,74.194
AP001781.3,1.187
PNO1,12.394
AC117473.1,0.0
BMS1P2,43.870000000000005
RNU7-53P,0.0
MYL10,1.6540000000000001
KLHL14,10.0
GTF2IRD2,35.155
RNU6-1044P,0.0
RNU6-1181P,0.0
AC090735.1,1.008
OBP2A,2.0
MTATP6P1,17.609
BX664718.1,1.15
UNC5A,0.0
AC004231.3,0.0
AL137022.1,0.0
KIF18B,5.6979999999999995
PSMA2,9.052
MS4A13,0.0
AC004656.1,16.0
AC022690.2,0.0
RNA5SP291,0.0
AC005920.2,0.0
AC007066.2,5.053
TP53TG1,3.0
PI4KA,24.284
MTCL1,14.998999999999999
EDEM3,50.155
AGPS,32.0
AC027045.1,0.0
WT1-AS_8,0.971
AP003059.1,0.0
AC116359.1,2.0
BNIP3P40,0.0
AL133467.2,1.0
PGBD4P4,4.0
CCDC27,9.619
AC074033.1,6.385
AC106872.2,2.188
SFTA1P,1.0
AL390205.1,3.0
AC015712.6,10.845
MIR449C,0.0
RNU4ATAC6P,0.0
AC023490.1,15.513
EIF2S3,35.689
AL161782.1,0.0
LINC01671,20.469
ARMCX1,2.0
AC004840.2,0.0
IL17C,0.0
ISCA2P1,0.0
HMCN1,29.0
CHCHD3P3,1.702
LINC01257,1.0
MTND4P5,4.0
TMCC1,33.001
MROH1,7.3260000000000005
hsa-mir-1253,0.0
AC025423.4,0.0
VPS18,5.0
AC022149.1,9.289
ZDHHC20P3,0.0
NUTM2F,0.0
NAA60,15.370000000000001
MT1E,0.0
SLC22A4,11.0
AC073316.3,0.0
PKNOX2-AS1,0.0
AC009506.2,0.0
AL162389.1,0.0
AC024405.2,50.0
ATP5HP4,0.0
AL080274.1,0.0
SMAD9,12.592
ZNF524,0.0
FER1L6-AS1,3.0
AC019193.3,1.0
FGF7P6,20.747
AC002553.1,0.0
TEKT5,0.0
PLXND1,9.999
AC091887.1,0.0
RRH,0.0
PHF20,44.225
AL358937.1,1.0
AP001271.2,6.0
AL157687.1,3.0
AL606495.1,2.0
AC080100.1,5.0
COL16A1,6.0
MIR877,0.0
RNU6-821P,0.0
RPL10P18,0.0
AC009879.1,10.790999999999999
ERHP2,0.0
CTAGE15,9.982999999999999
FP325331.1,3.0
AC036214.2,15.728
GNG2,25.0
SNORD91A,0.0
AC098850.3,0.0
AC090821.2,0.0
AC093331.1,0.0
MIR642A,0.0
AL139276.1,0.0
AL136360.2,0.0
HOXB13-AS1_2,0.0
AC141257.4,0.0
RASGRF2-AS1,1.0
AC022730.3,0.0
PIGH,14.112
XRCC6P5,1.0
TBX5-AS1,1.0
KPNA2,3.8089999999999997
CDK6,32.663
TMEM68,33.559999999999995
AC036214.3,0.0
AC022872.1,10.36
SLC2A3P1,0.0
AC006206.1,1.0
RPL13AP25,0.0
RNU6-313P,0.0
AC079793.1,1.0
RNU4ATAC13P,0.0
POLR2L,2.0580000000000003
AP006296.1,0.0
RN7SKP36,1.087
AC068672.1,0.0
MIR5682,0.0
FAM46B,2.0
OR10G4,43.448
BZW2,6.391
SDAD1P1,6.0
AP000356.2,5.78
AC032019.1,0.0
AL139039.1,0.0
FAM183BP,2.0
WHAMMP2,71.34500000000001
AC097501.2,0.0
RNU6-1241P,0.0
AC112250.2,0.0
SSSCA1,1.574
AP000962.2,8.0
AL121820.1,1.0
GOLGA8CP,0.0
AC092638.2,2.0
AC091931.1,1.0
AC092198.1,0.0
NCAM1,21.0
MIR4275,0.0
CBR4,45.598
SLC25A15P5,2.0
MIR8065,0.0
RNU1-83P,0.0
AC022145.1,0.0
AC074254.1,1.391
GOT2P3,2.0
IFNA13,1.0
AL136531.2,0.0
PPM1E,9.0
SNORD20,0.0
AC126915.3,0.0
GMFBP1,2.66
AC009800.1,0.0
Z97986.1,2.0
MRPL35,7.577
AP001208.2,4.0
CYLD,141.547
AP002812.2,0.0
KRTAP4-2,0.0
RNU6-900P,0.0
YBX1P9,3.0
IFIT1P1,5.0
RN7SKP218,2.0
MMP8,9.0
AC016724.1,0.0
ST6GAL2-IT1,0.0
OR4D9,47.754
AP4B1,12.348
RPSAP72,1.0
SMPD1,5.0
AC024940.4,0.0
AC025279.1,6.537999999999999
AC092017.2,0.0
AP006621.2,2.0
MCM8,21.063000000000002
AF186996.4,0.0
AC092368.3,2.862
LINC02153,1.0
AL356421.1,1.0
LINC00216,2.0
AC062015.1,1.0
IGKV1D-13,3.1180000000000003
MRPL37P1,1.0
AC010999.2,1.0
RHOXF1P1,0.0
GOLGA2P10,0.0
RPL10P9,1.1320000000000001
MGAT2P2,3.819
AL596448.1,1.0
CLEC1A,2.0
ATP6V1G1P2,0.0
AC067852.4,0.0
AC087373.1,0.0
AC119396.2,0.0
OSBPL3,23.107
ZNF607,2.0
TGIF1P1,1.0
SOCS2P1,0.0
LINC00388,2.0
SMARCB1,0.0
BAD,3.0
AC107958.1,1.0
AC135050.7,7.483
AL389915.1,0.0
C1QTNF4,0.0
CEP70,11.033
TXNDC5,7.999999999999999
AL357315.2,8.021
AL450489.1,0.0
AC104024.1,8.711
PIGO,11.032
CFI,1.045
AL162724.1,1.0
BLOC1S5,11.503
TAPBPL,8.0
AC027139.1,0.0
SLC12A5-AS1,4.0
OR11G1P,0.0
LGALS9C,0.0
MPST,30.462
MIR4253,0.0
MIR4703,0.0
RNF212,6.069
AC011195.2,1.0
SNHG5,20.295
MIR3115,0.0
MTND2P41,3.0
PARP11,29.675000000000004
AC068880.4,0.0
AC011239.2,1.0
RNU6-740P,0.0
AC079336.3,0.0
FAM219A,11.0
AC010422.2,4.471
AL139021.1,0.0
AP1B1,9.018
AC104071.1,0.0
AL132994.2,1.0
Z98751.2,0.0
KRTAP25-1,1.0
AC104698.1,1.0
RN7SKP172,1.0
AC109446.2,0.0
MXD3,17.663999999999998
KATNBL1P1,2.0
MIR4779,0.0
AC073115.2,0.0
AC004448.1,1.831
RBL1,37.638
RSL24D1P6,0.0
HINT1,6.0
PMCH,2.0
AC005833.3,1.749
RNU2-3P,0.0
OR7E162P,0.0
GSDMA,10.339
AC074121.1,0.0
RLIMP2,1.089
AURKA,17.61
AC137055.1,0.0
ATP6V1G1P4,0.0
AC245187.2,1.0
AC113367.2,0.0
AL133325.2,0.0
TMOD2,58.421
RTP4,1.0
FLJ16779,10.0
GLYR1,22.0
CDH15,6.275
ATP6V1E1,6.7509999999999994
ASS1P11,0.0
AC005165.1,3.0
OLFML3,0.0
AC009127.2,2.1390000000000002
AC073488.8,0.0
AC087071.1,0.0
SNORA7A,64.726
RPL7AP14,1.0
AP000240.1,0.0
SNORD115-45,0.0
AC091959.2,1.0
MIR488,0.0
AC025265.1,2.0
BABAM1,16.532
OR52V1P,0.0
DNAH8,18.000000000000004
ARFGAP1,7.0
AC026748.1,1.0
FLJ31356,3.161
JPH4,0.0
RNU6-105P,1.001
RAB28P5,0.0
LINC00349,1.0
AC084024.2,0.0
MYLK3,155.096
AC109315.1,3.0
DCAF6,54.998999999999995
AC008443.7,10.554
HECTD1,48.85600000000001
LRFN5,23.0
ODF2L,294.018
Z85996.1,2.0
ZNF521,10.0
SLC16A11,0.0
AC098934.1,8.229
AC091167.5,2.0
RNA5SP445,0.0
GPR85,12.638
AC022596.2,2.379
SRIP2,0.0
DNAJC8,12.0
AC090517.2,5.0
YKT6,12.0
RNU6-38P,3.0
SNORA35,1.0
MTND4P26,0.0
AL592103.1,0.0
RN7SKP114,0.0
MRPL21,3.0
HNRNPA1P50,0.0
MIR6762,0.0
TAS2R20,0.0
LINC02500,0.0
LINC01865,4.0
PLSCR4,10.0
AC119674.2,0.0
RN7SKP150,0.0
AL357093.2,4.0
AC012507.4,0.0
AL078599.2,0.0
AC139103.1,1.0
PLEKHH3,16.323
PPP1R26P2,6.257999999999999
AL022334.2,0.0
AL160004.1,2.6069999999999998
MBNL1-AS1,14.01
AC025040.1,1.0
AL031737.1,0.0
VN1R110P,0.0
AC012055.2,0.0
HLA-DQA2,3.0
NIT2,12.164
PCSK5,22586.206
AC011487.1,1.0
DRAIC,2.0
AC005041.1,30.715
SAPCD2P3,0.0
PSMA1,5.0
BACE2-IT1,0.0
AC064802.1,1.026
INS,1.0
OSER1-AS1,18.808999999999997
PRSS50,3.0
AC242843.1,4.186
SLITRK1,4.0
RNU6-1312P,0.0
SNORA58,7.0
AC092718.3,2.5269999999999997
AC092569.1,0.0
AC114489.1,0.0
AC091769.2,3.366
RPS15AP11,1.0
CHCHD2P2,0.0
MIR518E,2.0
RAB9AP5,1.5
AC108941.1,2.0
AC090398.1,7.617999999999999
LINC01428,0.0
XKRYP1,0.0
ZKSCAN2,7.0
AC021876.1,2.0
HNRNPKP1,4.0
AP000550.3,0.0
RN7SKP212,0.0
AC107214.2,0.0
SNORD68,134.995
AC126773.2,0.0
AL645608.9,0.0
KRT18P66,0.0
RN7SL167P,0.0
AC005324.2,0.0
TUB,6.0
HRASLS5,2.0
RNY4P30,0.0
AC073073.1,0.0
PYHIN1,8.422
SPATA31D2P,1.0
AC016597.2,0.0
AP003400.3,3.0
AC068792.1,0.0
RERG,8.615
SLC25A5,1.0
RNU6-777P,0.0
AL162464.2,0.0
CRELD2,2.0
TAF1L,8.503
ADAMTS7P3,0.0
AL589703.1,1.0
ZC3H3,4.0
MEX3B,6.0
GALR3,0.0
FAM189A1,6.0
RNA5SP52,13.0
RNU6-335P,0.0
MIR8063,0.0
UBE2FP2,0.0
CDY2B,0.0
RNU6-43P,0.0
AC114477.1,0.0
AL355526.1,0.0
AL020996.2,0.0
AC098851.1,1.0
RNU7-27P,0.0
RNU6-1197P,0.0
IDNK,3.2119999999999997
AC005332.5,4.874
AL590627.1,5.0
CLIC6,13.0
MIR3659,0.0
CKS1B,6.325
HIGD1AP5,0.0
RNA5SP161,3544.906
ABCB11,3.0
PACS1,32.339
STAB2,5.0
RPS4XP15,0.0
AC079328.1,1.0
XPOTP1,2.051
HSPE1P1,0.0
AL592291.1,2.0
HOXD12,0.0
RNU7-113P,0.0
AC233724.9,0.0
HNRNPA3P9,3.0
ZBTB8OSP2,0.0
SOX5-AS1,0.0
PPFIA2,8.0
AC010598.1,0.0
AC124864.2,0.0
AC018511.1,5.651
RPL13AP7,0.0
MIR3681HG,4.0
HES3,0.0
EGR3,16.458
LINC02110,1.5190000000000001
RPL27AP8,0.0
AC109462.2,1.0
C7orf61,0.0
SNORD79,1.0
AC099669.1,0.0
AL162595.1,5.0
SLC16A12,9.359
CFTRP1,0.0
DENND1B,29.218999999999998
WNT5A,9.0
AC012184.2,3.548
PABPC1P9,1.199
SMPD2,1.0
F2RL2,4.311
IPP,11.0
AL139811.2,4.0
AL359510.1,0.0
AL109628.2,0.0
AL133399.1,0.0
SSR4,6.161
OR52B2,0.0
AC008080.3,0.0
CALCOCO2,43.32699999999999
AC104996.2,0.0
MIR4712,0.0
TBX6,3.463
CSNK1A1P3,0.0
NKX2-2,0.0
AC007613.1,5.292999999999999
WDPCP,307.71
SOCS5P4,2.0
MIR8083,0.0
AC097518.1,1.0
HMGB1P13,0.0
HMOX2,12.131
B4GALT1-AS1,2.0
BMS1P21,0.0
LINC00434,0.0
TSEN34,17.0
TAF1B,13.434999999999999
SFR1,6.049
RNA5SP141,95.87200000000001
KRT18P55,0.0
WNT10A,2.0
AC004784.1,8.0
AC087463.1,1.1520000000000001
LINC01567,7.386
DEFB131C,0.0
FKBP15,26.0
MYCT1,3.0
AL138881.1,1.0
AP000797.1,0.0
TYMP,29.688
AL353763.1,6.0
SHC2,0.0
IQCJ-SCHIP1,7.0
AC024575.1,5.0
LINC01259,1.081
RNU6-1075P,1.0
MIR543,0.0
AC008760.1,10.9
AP000346.4,0.0
AL451054.2,0.0
PCYT1B,10.788
MIR4310,0.0
SPON2,3.997
AC112693.2,1.0
PARVG,46.0
RN7SKP153,0.0
BICRAL,19.0
AP000867.1,0.0
GOLGA8H,0.0
RAB11B-AS1,1.011
AL020998.1,1.0
AL590556.1,0.0
AL033519.2,0.0
RAPGEF3,10.0
AL031709.1,5.841
LINC00903,0.0
SFMBT2,20.375
SLC6A21P,1.0
CYP4F3,135.691
MTRNR2L11,3.0
RGL4,2.0
AC005517.1,1.0
RNU6-1053P,0.0
AC093911.1,0.0
CHPT1,175.022
AC091932.1,0.0
HTR5BP,0.0
MAFA,1.0
ZDHHC7,27.0
AL355377.1,4.0
RNU6-709P,0.0
RN7SKP101,0.0
AC005229.2,1.0
AC011676.2,0.0
GSTA1,0.0
NHP2,3.0
AL158207.1,0.0
MAPKAPK5-AS1,4.583
LINC01920,4.0
SPATA3,1.0
CBX1P5,2.0
AC016694.1,2.0
OR2W6P,2.0
RNA5SP325,10.0
OXGR1,1.0
AL023807.1,1.0
SIM1,8.088
RNU1-112P,0.0
MCM9,29.965
LINC01962,0.0
AL353768.1,0.0
MAST4-AS1,0.0
RNU6-1335P,0.0
CRYBA1,1.0
ARHGAP6,6.013999999999999
RPL12P42,0.0
AL590135.1,0.0
HTT,49.039
TMEM105,12.683
RNU6-378P,0.0
ARSFP1,0.0
CD244,2.0
AC090888.2,0.0
AC023300.1,0.0
SPG21,41.7
MT1CP,0.0
AL139339.2,0.0
STC1,2.0
SPATA16,0.0
AL355994.4,0.0
RSBN1,23.0
AC004837.2,2.0
AC148477.8,0.0
IMPA2,19.773999999999997
NDEL1,109.81800000000001
RPSAP45,1.069
AL355309.1,0.0
SLC25A19,15.558
IGHJ6,0.0
AC074290.1,0.0
ZNF33CP,1.0
AC068491.1,2.6010000000000004
AL358333.1,0.0
AL121782.1,2.0
CREB3,4.0
MYRFL,1.0
AP001092.1,0.0
MIR6891,3.0
TMEM132B,17.182
AZIN1,62.001000000000005
LINC01181,0.0
AC025278.1,0.0
CASK,13.000999999999998
AL031428.1,0.0
ACTBL2,1.0
BICC1,10.0
ACBD3,10.0
AC046195.2,0.0
AL590502.1,0.0
WDR17,20.732
AP005018.1,0.0
AC136604.3,2.358
CBX5,99.87599999999999
RNA5SP441,0.0
LINC02000,2.0
LINC00877,4.0
AC079226.1,2.0
ATG12P2,1.0
AC012368.2,3.0
AC104843.2,0.0
DOCK10,30.111
MCHR2,6.7139999999999995
RN7SL111P,0.0
WT1-AS_6,0.0
AP001994.1,0.0
PDIA4,12.0
AL022238.4,0.0
AL049794.1,0.0
SLC25A2,0.0
MIR4787,0.0
PLA2G4E-AS1,8.632
R3HDML,4.0
AC069307.1,0.0
AC009053.1,10.294
GOLGA8O,0.0
AL035422.2,0.0
SERPINA1,53.001000000000005
AL512356.1,0.0
AC130651.1,0.0
PSMC3IP,0.0
AL162373.1,0.0
AKR7A3,0.0
UGT3A1,13.0
AC097533.1,0.0
COA5,9.001
OR2AJ1,1.0
ICMT,12.152000000000001
SPRR2G,0.0
ADAMTS2,7.0
OR6P1,4.0
LINC02123,3.0
AC027455.1,1.0
MIR4769,0.0
AC018765.1,3.497
AL035685.1,2.0
RNU6-1332P,0.0
TBC1D32,80.578
RNA5SP98,3.0
BTD,4.0
AL022310.1,11.515
FO393419.3,2.0
AP006245.1,0.0
AL451074.1,1.0170000000000001
MIR5047,0.847
TWISTNB,4.0
ALG1L14P,0.0
GNL1,9.0
MLX,10.235
MTND5P13,0.0
RNU6-562P,0.0
AC087894.3,0.0
DOC2A,2.0869999999999997
TRMT112P5,0.0
MYL7,0.0
AMPD3,31.81
AP001527.2,0.0
AC073264.3,0.0
RNU1-42P,0.0
AP003557.1,0.0
AC008026.3,17.927
AC026688.2,7.0
THAP3,0.0
CALM2P2,0.0
MAP4K5,60.823
AC009269.3,2.8539999999999996
ERLIN2,7.8580000000000005
AL606970.1,1.0
AC092017.3,0.0
CHST9,10.366
DNAJC18,10.114
MIR7851,1.0
AC139713.2,31.479000000000003
MIR3656,0.0
KARSP2,1.0
SERPINE4P,2.0
AL691447.3,0.5
AC245369.7,0.0
SCIN,44.828
AC016405.2,0.0
LINC02487,0.0
PTBP2,49.53999999999999
AMFR,80.0
EIF3I,6.154999999999999
REC8,6.0
USP9YP23,0.5
AC005277.1,0.0
ZNF736P10Y,0.0
AC127537.1,0.0
AL353678.1,0.0
RAB8A,10.116000000000001
LHFPL5,46.652
ZNF259P1,4.0
AL590399.6,0.0
MIR4526,0.0
AL359740.1,3.0
AC133552.4,0.0
AC118345.1,0.0
HTR1D,3.1260000000000003
PPP1R11P2,0.0
AC135895.1,10.37
C1orf143,3.168
MIR31,0.0
FEM1C,35.0
SNORA48B,0.0
MIR3650,0.0
FABP12P1,0.0
POTEB2,4.737
AC015922.2,1.0
HAO1,0.0
IPMK,75.0
AC245100.3,1.0
OR8B4,0.0
TMEM246-AS1,2.0
AKR1B1P1,0.0
OMP,0.0
IER5,18.493
AC126121.1,4.0
STAU2-AS1,9.991
OR2W5,0.0
RN7SKP214,4.0
RPL6P5,0.0
AC061965.1,0.0
ACSM5,3.8760000000000003
STIP1P3,0.0
AC010235.1,0.0
AL445685.2,0.0
AP003119.2,1.0
AL136520.1,3.0
AC099560.1,3.0
AC025174.1,0.0
MIR203B,0.0
RN7SL552P,0.0
AC026356.1,0.0
AC104333.4,0.0
IGKJ1,0.0
CCDC170,4.018
OR52B1P,0.0
RNU6-223P,0.0
HMGB1P26,3.196
AC010486.1,0.0
ARHGDIA,8.001
LINC02061,0.0
AMT,13.079
HCG4,1.0
AC068880.1,1.0
NR4A1,2.025
ARHGEF7-AS2,0.0
ZNF79,3.0
ERMARD,16.000999999999998
AC093249.1,2.0
LINC02454,0.0
AC104791.1,2.29
MIR378G,0.0
CSTL1,1.034
BTBD9,5908.994999999999
UPK3B,1.0
AL512634.1,2.0
RPL35AP24,1.0
USP30,10.0
AL136439.1,1.295
FO624990.1,0.0
RN7SL558P,2.0
MIR3144,0.0
AC099343.2,12.0
USP2-AS1,7.24
AC107982.2,0.0
LINC00368,8.0
AL158837.1,0.0
AC126614.1,4.617
COL6A1,1.0
UBE2Q2P8,1.0
AC091551.1,1.9080000000000001
AP001804.2,0.0
MIR377,0.0
AC012307.1,0.0
MIR122,0.0
GTF2IP6,0.0
MSTO1,5.0
SH3BP2,134.435
AC233724.21,0.0
TCL1B,0.0
FBXO9,40.550000000000004
AC097376.1,2.0
RGL1,5.0
PYGO2,3.0
AC113608.1,0.0
LINC01269,5.0
AC015813.5,0.0
RPS4XP4,0.0
AR,11.769000000000002
GTF3C2,25.421
RP9P,1.0
PTH,3.0
AC009142.1,1.0
RPL30P16,1.0
AL590133.2,0.0
AC183088.2,1.0
RN7SKP221,0.433
OR5J1P,0.0
MAG,1.0
SPINT2,5.137
AC004882.2,0.0
RNU6-1003P,2.0
HADHB,33.0
ATPAF2,12.127000000000002
LINC00498,0.0
AC011468.1,1.0
AC011005.2,0.0
RPL17P45,1.0
FAM111B,59.783
SNORD38,0.0
SLC2A6,12.066
ZMYM4-AS1,0.0
PGS1,30.0
LAG3,2.0
VIL1,6.0
RNU7-182P,0.0
MAGEB6P1,0.0
GADD45G,0.0
TRAIP,1.0
RPS2P32,0.0
CCNT2P1,9.0
HNRNPKP3,1.0
GLRXP3,0.0
AC010132.4,2.0
RNU2-24P,8.306000000000001
AC003071.1,0.0
PLA2G10,1.0
AC016705.2,22.087
AC022784.3,2.0
GM2AP2,0.0
RN7SL69P,0.0
MIR1324,0.0
AC127502.3,4.0
AL158151.2,1.0
AC011477.6,3.0
MIR6888,0.0
MAP3K3,32.001000000000005
RPS5P3,0.0
LRRFIP1P1,5.1579999999999995
TUSC5,3.0
RN7SKP191,0.0
RPL17P35,1.0
OR4C9P,2.0
RPL23AP71,0.0
WLS,13.001
PDCD6,34.039
MRPL52,14.05
RN7SL487P,3.0
LINC02225,15.685
P4HB,13.0
AL590004.1,1.0
RNY1P13,0.0
Z83843.1,57.614
CDCA4P3,0.0
AC092127.1,4.0569999999999995
AC239798.4,0.0
ARG2,1.0
HIST1H2BPS3,0.0
AC092327.2,0.0
AC013356.2,0.0
KIRREL3,7.893
LINC00661,1.0
VAPA,77.19500000000001
AC083906.1,0.0
AP001318.3,2.0
TBC1D27,4.428999999999999
AL021920.3,0.0
CCL8,0.0
ANKRD33,1.0
AP003532.1,0.0
MIR6739,0.0
KRT8P34,1.0
BTG3,6.0169999999999995
ULBP3,0.0
RNU7-55P,0.0
POTEB,0.0
DCAF16,34.275999999999996
AP002748.1,0.0
AL451062.2,0.0
ITFG1-AS1,2.0
AC008781.3,2.0
AC106875.2,9.157
ADGRF1,54.852999999999994
AL356867.1,0.0
CCDC169-SOHLH2,3.355
LRRN4,0.0
IGHV2-26,1.0
FAM47DP,0.0
KRTAP8-3P,0.0
HMGB3P7,2.0
AC027045.2,0.0
LINC01510,1.0
TUBB4BP2,3.0
PECAM1,53.187000000000005
TTC39C-AS1,3.0
AP000915.1,1.0
CD101,5.0
AC026304.1,0.0
RPL21P24,0.0
AMBN,3.0
RPS3AP29,1.0
AC025575.1,0.0
ZNF274,34.382999999999996
DSCC1,5.0
AL162591.3,0.0
LINC02122,0.0
RNA5SP93,0.0
AC109811.1,2.0
AL118522.2,1.0
AC026191.1,1.0
CLASRP,12.0
CASC4P1,0.0
MIR4537,1.0
AC097372.3,1.0
AC004080.3,0.0
AC012508.1,35.086999999999996
AL135929.2,0.0
STIL,23.369
ITGAE,11.642
IGLC6,0.0
WDR82,66.81700000000001
HLA-Z,0.0
OR4N4,0.0
MARK2P13,1.0
AC004386.2,0.0
RRM2P3,0.0
AC087203.3,27.798000000000002
PLBD1,32.083
ACTG1P9,12.112
LINC02483,2.0
TSPAN14,75.34500000000001
SERF1AP1,0.0
ACAP2-IT1,4.0
AC140125.2,0.0
RNA5SP318,0.0
AC138907.7,1.0
AL954722.1,0.0
ST6GALNAC3,5.0
INCENP,6.0
PDRG1,1.0
SLCO2A1,2.0
MIR6870,2.0
COX6CP5,0.0
LINC01677,11.0
AL009028.1,0.0
GRHL2,12.55
MAPRE3,3.0
AL391421.1,0.0
AC138356.3,0.0
CDKN2AIPNLP1,2.0
C1orf100,1.0
AC009318.4,2.0
MIR4540,0.0
IGKV2-18,0.0
AC083805.3,0.0
PER1,6.0
RN7SL416P,3.0
NUDT19P5,1.0
NXNL1,2.7119999999999997
SLC2A3P2,5.0
RTL8A,1.0
SNORD114-31,0.0
TMEM223,0.0
AL589986.1,1.0
RN7SL434P,0.0
AC025016.1,0.0
AC011853.2,0.0
AC004534.1,0.0
FMO11P,0.0
AL080276.2,2.0
LINC02360,1.0
AC097641.3,3.0
AC010359.1,0.0
PRR15,3.0
PMP2,12.914000000000001
AC122685.1,2.0
AC018448.2,1.0
LRRC53,3.0
RNU6-28P,0.0
RTL8C,0.0
PTX3,2.0
NEUROG2,7.0
AC087855.2,8.0
AC064799.2,0.0
AC034231.1,0.0
CALN1,12.296
RN7SL192P,0.0
AC004967.1,1.176
RORC,12.0
RNA5SP307,0.0
AC079598.2,9.052999999999999
AL596275.2,7.0
AC073592.10,0.0
C19orf53,0.0
LONP2,49.961999999999996
HSD17B11,27.682
ACOX1,89.323
AL451107.1,1.0
BX248123.1,1.0
AC092442.1,0.0
RNU6-982P,1.0
HNRNPCL2,2.0
SURF4,15.0
AC079600.2,0.0
AL390882.1,0.0
TMEM201,2.0
AC092131.1,1.0
AL132639.3,3.0
AC087477.6,1.0
CCDC88B,45.736000000000004
TFDP1,91.984
DDX39B,100.725
AC005532.1,4.0
DLGAP1-AS2,7.56
EIF2B5,12.0
AC027673.1,0.0
KRT25,0.0
CNTN1,6.789
TP53TG1_1,0.0
AC090527.1,0.0
AC007823.1,27.465
HIST1H4D,16.0
DARS-AS1,97.244
MAPKAPK5P1,0.0
AL157871.4,0.0
TMEM121,0.0
NUDT21,36.275
LINC01916,1.0
MIR1200,0.0
TCERG1L-AS1,0.0
PRAMEF30P,0.0
AC003988.1,2.0
ABHD3,31.814
RPL31P60,1.0
C19orf48,0.0
RN7SKP95,2.125
RPS2P28,1.0
HMGN2P26,0.0
AC005609.4,0.0
ZNF671,8.0
AC092053.1,16.3
AL805961.1,14.0
HRAT17,46.617
VN1R87P,0.0
STK4-AS1,5.376
FAR1,89.865
KCTD4,9.0
SNX20,15.362
LINC02407,1.014
AC068276.1,0.0
RNU6-1294P,0.0
AC006450.2,0.0
AC027312.1,0.0
AC131025.1,2.0
GNAI2P1,1.0
RNU6-628P,0.0
LINC00668,18.570999999999998
DCTN5,32.218
FOXC1,1.0
AC108729.2,7.0
LINC01162,0.0
AL139260.3,3.89
MIR128-1,0.0
AC091271.1,3.0
MIR6819,0.0
AC005703.4,0.0
AL161891.1,7.162999999999999
LINC02286,0.0
AC099811.2,3.625
AC017071.1,1.0
AC011625.1,0.0
AC044798.2,1.0
GATC,11.963
GOLGA8R,22.805
DEFA11P,0.0
TSPYL4,8.0
AC241644.1,0.0
SLC22A23,11.999
CDY15P,0.0
AC009831.1,2.0
SREK1,88.019
AL022238.2,0.0
DLEU2_6,0.0
SPATC1L,1.0
CELA3B,1.0
U3,19.0
AP005202.3,0.0
RN7SL58P,0.0
AL135937.1,0.0
AC026410.3,0.0
AC138035.2,0.0
AL356275.1,8.0
AC095032.1,0.0
CU638689.5,1.0
LINC01471,5.0
OR5D18,0.0
PCDHB11,4.249
BX284668.2,8.783
AC092834.1,0.0
MEGF6,11.0
AL136376.1,0.0
AC004870.4,1.0
STEAP1,6.84
AL928654.3,0.0
AC022903.1,0.0
AC034268.1,0.0
MIR522,0.0
HAVCR2,23.527
KRTAP21-4P,1.0
BX322557.1,1.0
AC253536.1,0.0
FUNDC2,13.213
ZNF385C,6.156000000000001
PDHB,36.340999999999994
STPG4,9.234
ARNTL2,21.903000000000002
AC023575.1,0.0
AP002782.1,0.0
AC006001.3,73.72300000000001
ARHGAP19,16.0
MIR6720,0.0
AL121656.1,0.0
HOXC8,1.0
ARL2BPP7,0.0
AC068338.2,2.0
AC010203.2,1.1909999999999998
GNL3LP1,0.0
RNA5SP122,0.0
CCDC125,185.35299999999998
SNX15,15.273000000000001
COL18A1,10.0
FTH1P10,0.0
TTC22,4.0
AC010401.1,1.0
EIF5B,15.000000000000002
SLC28A3,3.0
AL354896.1,1.0
RN7SKP139,0.0
EIF4EBP1P1,0.0
C16orf70,18.523
ARHGEF3,13.0
LINC01947,0.0
AC114296.1,7.0
FAM60BP,1.0
AL022721.1,0.0
LINC02167,8.0
AC120024.1,0.0
ST8SIA6-AS1,1.0
PCOLCE-AS1,1.0
RN7SL326P,0.0
AC073172.2,3.572
RNU6-496P,0.0
