gene_name,HH003_K_SA_S8
AC091304.6,0.0
NUMB,319.273
RPL10,76.84500000000001
HMGB1P32,0.0
AL590491.3,6.0
AL356479.1,11.905999999999999
AC239367.1,1.0
AKAP14,8.0
AC084871.1,0.0
TMCC3,59.0
SETP3,3.088
OAT,58.992999999999995
AC007114.1,11.642999999999999
AC116563.1,0.0
MKS1,11.0
AC092570.3,1.0
ENTPD7,15.0
PPM1A,353.0
AC021755.4,4.0
AC010200.2,2.0
VCL,138.951
IGSF22,8.0
APOBEC1,4.0
AL590396.3,0.0
AC020978.1,6.0
AP001180.3,0.0
STX16-NPEPL1,25.446
TCL6_3,0.0
AC244205.2,2.0
FAM177A1P1,1.0
AC116913.1,5.0
MTCYBP33,2.0
RPS15,37.197
RORA,87.24000000000001
OLIG3,6.0
AC010149.2,1.0
SFTPD,4.0
SSBP1,78.45100000000001
MIR6749,0.0
SNORD97,410.88300000000004
AL442663.2,2.0
AC090517.2,2.0
TOMM34,2.0
AK4P4,3.0
EEF2K,55.128
ORC2,69.18499999999999
ZBTB45P1,4.0
SRRM1P3,3.012
GPR179,21.0
AC002456.1,2.0
LINC01191,3.0
NOXA1,4.0
MIR3688-1,0.0
LIPF,7.0
PRPH,12.0
ANKS1A,24.197
AL391987.1,0.0
KRT18P47,0.0
AC107208.1,3.0
AP003181.1,3.0
KRT17P8,0.0
AC073358.1,2.0
USP3,199.688
LINC01150,4.465
ZNF33B,58.205000000000005
MIR5589,0.0
ZC3H12B,28.541000000000004
MIR1302-3,2.509
HNRNPA1P40,12.368
AL121890.4,9.447000000000001
NPTXR,14.892000000000001
TRERF1,26.0
TMEM14A,6.0
AC233723.1,0.0
MIR3686,0.0
AC093484.2,50.82899999999999
MIR1227,0.0
EXTL3-AS1,40.246
EIF1AY,97.894
CXorf56,33.916000000000004
AC012671.1,0.0
HRASLS5,10.0
AC091027.2,0.0
RAPSN,3.0
SRL,12.15
AL109615.2,1.0
AC007012.1,0.0
ALDH1A2,26.0
AC087286.4,14.0
SNORD13P3,0.0
AC114781.3,1.0
AC239859.3,13.475
TBC1D8B,1922.109
RCN1,38.870999999999995
AL356280.1,1.0
ZC3H15,22.999
VN1R51P,1.0
ZFC3H1,129.035
AC103564.1,0.0
TAOK1,219.983
DNAJC28,21.38
AL121583.1,4.0
LINC01358,325.62199999999996
LNP1,6.0
RIMBP3C,0.0
TFIP11,68.074
HSPD1P11,1.0
AC104151.1,0.0
BCL9,13.999999999999998
RCC1,21.0
FXYD6P2,1.0
DDX55,55.986999999999995
IL3RA,13.0
ACTG1P3,1.0
FAM182B,19.968
ZNF667,103.914
AC246680.1,2.5
AC013546.1,0.0
SPATA25,0.0
AC073488.6,1.8419999999999999
AC011899.2,14.0
AC104581.5,53.597
BTF3P7,0.0
TPPP3,7.000000000000001
AC079336.2,0.0
PDCD4-AS1,13.619000000000002
ABHD3,118.727
AL136528.1,4.0
RN7SL352P,0.0
AL050343.1,3.0
ATP12A,10.0
HSD17B4,61.336999999999996
AC026523.1,10.0
AC087575.1,0.0
Z82198.2,1.0
GMPS,55.349000000000004
AC117392.1,1.0
AL591468.1,2.0
AC027458.1,6.0
RNA5SP164,1.0
VDAC1,35.151
HMGA1P5,0.0
IL15,86.342
AL353651.2,1.0
AL360169.1,0.0
AL132712.2,0.0
AC027335.1,1.0
RNU7-164P,0.0
TAF11,15.398
AC003101.3,1.0
AC090453.1,2.0
HNRNPK,196.23499999999999
DGKQ,12.0
AC079922.2,10.0
AC011897.1,0.0
FBXO3-AS1,2.0
AC092078.1,2.0
AC005538.1,2.0
FAM122C,40.324000000000005
CXCL14,10.905
AL138826.1,8.0
AC007161.3,0.0
AC090517.3,0.0
AC002553.4,15.755999999999998
GAPDHP72,9.0
HNRNPDLP2,3.0
AL136320.1,2.0
STAG1,73.001
CASC10,10.074
AL032821.1,1.314
IRGM,5.038
AC019133.1,3.333
ABHD16A,35.087
AL354710.2,2.0
AL450311.1,2.0
AC245166.3,0.0
CRTC1,10.0
RNU6-1326P,0.0
BAIAP2L2,4.0
CASKIN2,4.0
AL441964.1,0.0
AC074366.1,25.008
AL445305.1,3.068
AC012313.4,4.032
ATP6V1E1,27.294999999999998
RPSAP66,0.0
RHOXF1P3,4.0
SPATA21,12.391
ZFX-AS1,0.0
RNU6-81P,0.0
SOD2,7931.277
SDAD1P1,18.0
CYP3A52P,0.0
AC136285.1,3.0
SRPK3,0.0
RNU7-2P,0.0
LINC01903,12.587
AKR1B15,196.078
FTH1P25,0.0
SYT1,13.030000000000001
RNA5SP322,3.0
AC013762.1,3.0
TP53TG3GP,0.0
CFP,112.123
OR1J2,1.0
AC007952.9,6.0
AL133517.1,0.0
CSTL1,5.333
RNA5SP412,0.0
TNFSF12,17.0
ANGPTL6,6.0
C19orf33,0.0
TMEM89,2.0
AC100803.3,8.0
RNU2-13P,0.0
RNU6-490P,0.0
AL450405.1,0.0
OR52A4P,3.0
MIR1279,0.0
RPS23P4,0.0
AC138956.2,0.0
TRAJ55,2.0
AC025755.1,0.0
ATL3,133.451
AP001117.1,2.0
MIR378F,0.0
AL591222.1,5.0
AL844175.1,0.0
TMEM203,7.0
SRY,1.0
AC015961.2,5.0
AL445264.1,1.0
NPM1P9,5.374
AP000282.1,0.0
AC109347.2,0.0
RPSAP58,0.0
LINC01668,2.0
DTWD1,85.27199999999999
AC106774.2,0.0
P2RY13,47.0
CSRP3,16.537
CYB5B,33.284
ZNF311,7.0
MS4A6A,153.39800000000002
KIRREL2,5.0
MIR2052HG,23.012
KDM4E,1.209
SBF1,27.0
AC141930.2,0.0
RNASEH1-AS1,20.0
PEX11B,15.0
NME8,18.0
AC066616.1,0.0
AC114402.2,5.0
MRPS5P4,5.0
AC239868.1,0.0
OR6C3,10.0
AP000770.2,1.0
IGHV3-50,1.0
AL161938.1,8.756
AC017002.4,17.78
MIR563,0.0
LINC02197,33.235
MIR206,0.0
AC135048.4,13.0
CTAGE16P,12.0
RPSAP74,1.0
PRY,0.583
GGCX,62.47800000000001
AC137056.1,5.602
AGBL4,36.838
SFRP5,3.0
AC018555.1,5.0
RNU6-498P,0.0
BPIFB5P,2.0
AC139365.1,0.0
LINC02450,10.0
MSX1,13.427999999999999
RPS29P22,0.0
ASNSP3,0.0
LINC01012,26.119999999999997
AC011467.3,0.0
HHIPL1,27.639
C8orf59P2,0.0
KRT18P34,0.0
CELA1,7.0
AC103808.3,3.0
LRRC61,7.0
MYLKP1,2.0
LINC00940,28.0
AC237221.2,19.577
PHLDB3,20.589
DYTN,5.0
HMGN2P4,1.129
CU639417.3,0.0
ZNF385C,34.980999999999995
AL031710.1,1.0
TMEM170A,75.793
TPTE2P1,7.3149999999999995
AL451007.2,0.0
BOK,5.0
AP003351.1,4.0
AC111188.2,12.0
AC012361.1,5.0
RNU6-1143P,0.0
MTCO2P20,0.0
TAS2R5,3.0
BPGM,120.99999999999999
AC073052.2,4.0
MSH2,27.0
ATG2A,54.28
RNU6-219P,0.0
LINC00526,0.0
AC021242.3,6.0
RNU6-1266P,228.553
RNU4-55P,0.0
RNU6-203P,0.0
NKX2-4,0.0
AC078776.2,1.0
SUPT16H,54.959
AC007876.1,29.46
MIR3119-2,0.0
KCNMB2-AS1,23.476
LINC00261,30.596
RAB15,6.999999999999999
CU634019.6,5.3340000000000005
FRMPD2,50.584
LINC00567,7.0
HSP90AA2P,11.7
FAM208A,149.968
RNU6-854P,0.0
AP005208.1,0.0
AC083841.2,10.623
USP19,49.0
RN7SL211P,0.0
RNA5SP510,0.0
AC017076.1,24.868000000000002
AC007064.1,0.0
LINC01082,0.0
KCNMA1-AS1,53.244
DPY19L2P5,4.0
AC010422.1,0.0
C5orf34,14.0
LINC01559,21.3
AC087499.5,0.0
IGSF5,10.655
LINC02064,18.0
KBTBD11-OT1,2.0
DUSP3,34.351
GLRA2,6.0
AL158824.1,2.0
AL603832.2,1.0
AL357093.2,6.0
MIR659,0.0
UBE2HP1,0.0
MARK2P12,0.0
C1QL1P1,1.0
RPL23AP29,1.0
ATF3,14.0
AC104687.1,3.0
MIR4457,0.0
CYP4F26P,2.287
PUS10,30.686
CDKL1,44.606
GPR32,2.0
AC008591.1,8.0
AC011431.1,1.0
AC016820.1,0.0
EFCAB10,13.565999999999999
RNU6-327P,0.0
KRTAP9-11P,0.0
AC003071.1,0.0
MTMR2,22.0
AL035696.3,17.0
ZNF483,58.655
ASB14,12.0
EI24P4,2.0
AC027124.1,0.0
LY6G6D,2.0
AC109464.3,2.0
AL451049.1,1.0
FAM60DP,15.687999999999999
AL713998.2,1.0
RPL26P27,0.0
SMN2,27.479
AC096642.1,11.354000000000001
HOXB13,263.79
MRPS18C,49.869
RBBP7,61.036
DTNBP1,14.0
RAB21,274.805
AC073316.3,5.0
MYMK,3.0
STX5,15.0
LINC01013,9.099
STRIP2,37.779
AC092865.6,0.0
AC133104.2,0.98
CTDSPL2,87.52199999999999
ECEL1P1,0.0
AL355314.2,4.0
CASP7,13.0
NPAT,99.594
SSX2IP,23.0
AC008522.1,11.0
RNA5SP294,1.0
ITGB1,161.35299999999998
CCDC178,22.0
RNU6-1111P,4.0
FAM129C,238.24300000000002
ZBTB7A,27.0
AC006386.1,1.0
AC022400.8,5.0
AC010547.5,4.266
ALDH3A2,36.594
RNU6-876P,0.0
IGHV3OR16-7,1.4140000000000001
LSM14A,138.64600000000002
ACTRT1,0.0
AC013268.4,8.0
CHAD,0.0
PDHA1,14.228
FRG1KP,7.322
AC009220.3,2.0
RNA5SP217,0.0
UBXN7,387.75300000000004
AF001548.3,52.956
RPS6KL1,55.057
SETD6P1,0.0
ADGRL2,49.0
IL31,2.0
AC091173.1,15.0
AL163974.1,1.0
SDF4,34.0
AC011298.2,0.0
RIMS2,155.78799999999998
MIR4445,2.0
ABI3BP,71.14500000000001
AC026391.1,1.0
DST,176.81599999999997
MIR4653,0.0
SNORA54,444.0
ESRRA,12.849
OR2V1,33.209
LINC01515,119.18299999999999
AC068137.1,0.0
BX842568.3,0.0
AL118505.1,16.135
AC107297.1,0.0
HOXB3,28.573
AL121886.1,1.0
PPP6R2P1,2.0
RN7SL555P,11.065999999999999
MIR6849,0.0
PRDX5,71.0
CCT7P1,3.0
SHC3,32.0
OR10R2,3.0
OR7E89P,3.0
AP001610.2,1.0
AP001615.1,0.0
DHRS12,22.0
MIR3662,2.0
SLC25A51P1,5.0
BPIFA2,2.0
OR52E6,0.0
RN7SL869P,0.0
CORO1B,26.999999999999996
PKMP3,0.0
FXYD6,8.0
LINC00332,3.0
AC008747.1,0.0
AC005034.4,10.085
MIR524,0.0
AL589843.1,0.0
AC117373.1,1.0
AC109486.1,6.785
SAMD10,2.0
OXA1L,79.21000000000001
AC109462.4,3.0
RPL34P17,0.0
ZNF720,188.59199999999998
TPRX2P,1.0
PLA2G3,2.0
HERC4,300.73699999999997
RPS3A,60.038
AC015983.2,1.0
AL139008.2,0.0
AC010618.2,3.0
KIAA1586,34.33
AL589880.1,6.0
RRN3,27.874000000000002
AL157414.3,2.0
AC245047.6,5.0
RNU7-182P,0.0
AC126323.3,1.0
POLR2I,3.0
HSPE1P25,3.0
PCDHGB8P,8.455
AC092691.1,0.0
ATG5,19.0
UBE2D1,50.001000000000005
CLEC2D,144.643
AC023055.1,2.399
PDF,0.0
MEX3C,50.0
AL451069.1,6.0
CYCSP40,0.0
AP001178.1,0.0
LINC01683,4.0
C21orf59,13.0
LINC01854,12.0
AF274573.1,0.0
ITGAV,43.0
COX11P1,1.173
RN7SL279P,6.867000000000001
NBPF13P,4.645
GSTA6P,1.0
AC092824.1,1.0
TMEM220-AS1,6.0
AL121901.1,0.0
SLC25A3P1,12.0
AC006012.1,5.0
AC087318.1,3.0
SLC9A1,31.634999999999998
ASIC2,4.0
MIR146B,0.0
AL356585.1,3.0
AC126755.1,2.5580000000000003
ACTG1P24,0.0
AC027796.4,0.0
AC092608.2,2.0
RPL7L1P13,6.0
TERF1P1,3.451
CTDSP1,50.0
BX284656.2,0.0
ZNRF2P1,0.0
AC104458.1,0.0
RNU1-33P,0.0
AP003721.2,3.0
FOXD4L1,5.1610000000000005
AC099811.5,18.0
NSUN2,52.70399999999999
NFX1,306.689
IQCJ,7.0329999999999995
AC044873.1,0.0
PAPD5,42.205
NDUFB4P3,0.0
IGLC5,0.0
SURF4,30.0
AL591516.1,1.0
SGTA,19.079
KDF1,0.0
INSL4,40.0
GBA2,42.443
RN7SL505P,0.0
AC092653.1,1.0
DRC3,35.074999999999996
AL391834.1,1.0
AC007128.1,11.418
CEACAM8,30.796999999999997
AC097474.1,1.0
AP001160.5,0.0
SUSD2,4.0
AP001350.1,2.0
GPR171,8.0
AC012618.1,0.0
ADIPOQ,26.803
ZNF402P,3.0
SETD2,112.53800000000001
CRY1,30.0
AC104333.3,0.0
LMNB2,14.0
TPTEP1,201.03500000000003
AC073387.2,5.0
AL590705.5,15.0
PPBPP2,1.0
AC104971.2,0.0
PPP1CB,430.352
AC009560.1,1.0
RPL35AP4,0.0
KIAA0087,6.13
PFKFB4,80.99900000000001
TRY2P,10.0
AP000477.2,11.0
IL1RL1,31.561999999999998
AL445933.1,0.0
CBX1,39.019
AL591178.1,0.0
AL033380.1,2.0
POTEI,114.74
AC027701.1,1.0
ZNF252P,60.79900000000001
AC008083.2,1.0
AC114495.2,3.0
CEBPA-AS1,6.0
TBX5,15.0
RPSAP26,0.0
RASSF8-AS1,23.824
AC142381.3,2.0
NDUFC2-KCTD14,8.049
SPDYE20P,2.0
NDUFA3,40.74399999999999
LINC01105,13.655000000000001
ALDH3A1,3.0
DLEU2_1,1.0
ZBTB9,5.0
NECTIN2,5.0
PSKH2,11.001000000000001
IL36G,5.0
AL590290.1,2.0
HLA-DMB,39.467999999999996
SLC38A10,59.0
RHEBL1,6.0
ZNF512,27.712000000000003
AC243967.2,0.0
GLUD1P8,0.0
AC012409.1,1.0
AL035633.1,5.0
AC127496.2,0.0
C8orf34,134.35399999999998
CARS2,75.74799999999999
ZNF90P2,6.0
ATM,397.62800000000004
AC010973.1,1.005
DAB1,26.026
OR5K1,18.0
PASD1,8.0
AC025174.1,3.0
TRAJ42,0.0
HIST1H2AI,1.094
RNU6-972P,0.0
LTBP1,33.0
CKS1BP7,1.0
UMPS,42.955999999999996
UBXN8,27.84
AL353763.1,19.0
RNU6ATAC29P,0.0
LINC02521,0.0
MIR7152,0.0
PCDHAC2,5.07
TRPC4,24.0
AC009468.1,2.0
CDY1B,0.0
AL021368.3,0.0
CYP1B1,58.0
AP000322.2,11.671
TMEM121B,15.0
YWHAZ,295.447
MIR198,0.0
AC245427.7,0.0
RNU2-38P,0.0
DVL1,7.0
E2F3P2,18.691
PGM5P2,269.637
AP001922.2,1.0
PRAMEF14,14.126000000000001
AL359771.1,2.0
SELENBP1,198.017
AC098976.2,0.0
AP006219.1,3.0
OR5BK1P,2.0
E2F8,15.207
AC021146.6,1.0
RNU6-469P,2.0
AC078881.1,27.142
AC009101.2,0.0
AC073488.11,0.0
NUDT19,39.297
DNAH8,47.99999999999999
AC013787.1,0.0
RN7SL581P,1.0
ARMCX2,5.0
ACVR2B,82.832
AP001496.2,3.0
FAM92B,19.0
AL162578.1,3.0
AC016598.2,5.0
AC245056.1,1.5090000000000001
AMN1,136.171
SNORD113-1,0.0
AC023790.1,0.0
CRTAC1,5.0
AC006460.2,148.874
NKAIN1P1,1.0
YPEL4,10.0
SHH,20.051000000000002
AC018946.1,0.0
CROT,47.99999999999999
LINC02374,7.622999999999999
LINC00682,17.000999999999998
PSMB1,32.0
ZBTB20-AS1,12.0
CRYBG1,107.67800000000001
AP000787.3,2.0
MIR6781,0.0
AC009974.1,4.0
LINC02267,45.846000000000004
ABBA01006766.2,0.0
AC092070.1,2.0
AC015853.1,2.0
RN7SL584P,0.0
AC097488.1,2.0
AC111188.3,1.0
AGPAT5P1,0.0
AC091799.1,0.0
TOR1B,19.0
CD300LB,31.0
TFAP2B,35.0
AC067852.4,5.607
FAM189B,48.583
SNX18P5,3.181
LINC01625,7.0
AC019103.1,0.0
TRIM2,42.493
CYP17A1,23.47
RNU6-1262P,0.0
AC007448.2,2.0
AC100860.1,0.0
TUBB8P3,0.0
MIR559,0.0
AC016382.1,2.0
HTR1B,1.0
HSBP1P2,0.0
HERC2P4,68.129
AC239798.1,2.0
AOX3P,10.0
IGHV4OR15-8,0.0
AC018552.2,0.0
AL162726.2,0.0
CCDC107,7.0
TRHDE-AS1,52.00000000000001
HSPE1P1,0.0
OTUD3,50.33
CWF19L1,51.769000000000005
MRI1,39.998999999999995
KRTAP16-1,0.0
TRMT2B,47.452000000000005
AC130360.2,33.2
AL161782.1,1.0
AL807757.2,4.0
ST14,10.0
GALNT7,34.998999999999995
GAS2L1,12.999
AC003002.4,0.0
AC119744.1,4.0
AC013643.2,4.274
AC106771.1,6.202999999999999
RPL31P44,0.0
LINC01179,5.499
LINC01650,6.0
AC073657.1,13.45
AL160396.2,4.0
RNU6-1114P,0.0
STAG3L4,18.579
COG2,49.051
MIR4733,0.0
AC131159.1,0.0
AP002449.1,5.0
MTCYBP5,2.0
SERPINA13P,2.0
AC005532.1,13.0
AC093297.3,100.744
MSANTD4,19.0
AL356805.1,0.0
AC099789.1,0.0
LDLRAD4-AS1,3.0
SMDT1,12.001000000000001
FAM25G,0.0
ISX,5.0
SDF2L1,3.0
TBRG4,25.293000000000003
AC093484.4,6.0
TUBA1B,41.634
LINC01269,2.011
HOOK2,34.545
MOCS1P1,2.0
AL606834.3,2.0
RPL23AP50,1.0
AC107391.1,5.0
AL034417.1,1.0
TEDDM1,10.664000000000001
AC012603.1,1.0
SAMSN1-AS1,2.0
GPR137B,22.0
AL360294.1,6.4
KCNJ9,30.0
ZNHIT1P1,0.0
DIXDC1,44.13
MIR5708,2.0
AC026320.1,40.408
AP003465.1,0.0
AC068831.3,18.98
AL353743.4,2.943
OR10N1P,1.0
KRT18P4,3.0
RNA5SP435,0.0
RN7SL40P,15.212
RN7SKP144,1.0
RNU6-337P,0.0
SH2D3C,73.00099999999999
MVD,11.501000000000001
AL512310.11,14.628
AC126365.2,1.0
SYNM,25.0
AC015688.4,16.975
AC091390.4,4.112
AL121787.1,0.0
AP001136.1,4.0
FOXE3,5.0
FXR1,145.30299999999997
AC008267.6,0.0
OR7E33P,3.0
OR1H1P,2.0
NOL11,33.65
ARL4A,56.732
RNU6-548P,1.0
OR7A1P,3.196
SOX13,49.985
RNU6-861P,0.0
PPP2CB,38.333
TIMMDC1,44.0
CNBD1,13.0
MIR548XHG,24.33
CXXC5-AS1,0.0
SNORD115-20,0.0
MOSPD2,870.5060000000001
AC126177.2,4.0
KCNK15-AS1,6.0
AC125257.2,0.0
ZNF471,345.05199999999996
CCDC144NL-AS1,54.947
GNPAT,27.0
AC002386.1,1.0
PRR35,3.0
RN7SL789P,4.091
PIK3IP1-AS1,4.0
AC104057.1,1.0
LINC02485,3.0
RPL23AP63,0.0
MIR217HG,1.0
YBX3,280.10499999999996
ADRA1D,1.0
NRADDP,5.0
AC073587.1,5.0
NKAPP1,6.381
AC108067.1,0.0
RN7SL575P,3.043
PLEKHG3,160.433
OR7E86P,0.0
AL138900.2,0.0
RN7SL321P,2.0
GSTA1,1.199
MICAL3,154.952
LRRC37A5P,14.995
EMP3,42.0
DISP3,7.0
LINC01213,0.0
FFAR3,0.0
GJB2,11.0
NEU1,57.97899999999999
TMEM110-MUSTN1,4.85
MIR877,0.0
AC114296.1,3.0
CMTM2,12.0
RNF186,0.0
MIR6888,2.0
DFNB59,13.0
RPL36AP36,1.0
LAMC1,26.0
AC108751.3,2.0
SLC39A12-AS1,277.0
UBE3D,54.344
AC106800.3,0.0
RPSAP73,0.0
ADGRF4,18.0
ATRAID,10.0
C5orf51,25.0
KCNV1,112.258
MIRLET7A1,0.0
AC024153.1,0.0
EIF2AK1,103.76
C19orf73,2.0
TLCD2,97.71600000000001
RCC2P2,2.0
AC055717.3,2.0
HSD3BP2,2.0
MIF,1.0
RN7SL823P,3.4739999999999998
TLR7,27.766
LRRC10B,0.0
RNA5SP214,3.0
RNU6-1149P,0.0
RN7SL753P,10.0
AL606534.1,1.0
AC105094.1,0.0
TVP23BP2,2.0
HHIP,52.783
AC226101.1,0.0
PDE6A,69.89500000000001
RPL39P39,0.0
ZNF280A,6.0
RITA1,7.0
RNU6-571P,1.0
AL445584.3,0.0
AL583834.1,0.0
SYDE1,5.0
RPS4XP23,0.0
LRCOL1,1.0
LINC01164,5.0
AL163973.2,1.0
MIR548M,0.0
ZNF681,25.991999999999997
H3F3AP3,1.0
AC010653.1,6.0
RNF222,27.351
RFPL1,6.685
AC010900.2,0.0
CGB8,2.6489999999999996
RPL36P1,0.0
VCX3A,2.6860000000000004
KRTAP9-4,0.0
AC022960.2,2.0
MAN1B1-AS1,23.851
AC040963.1,1.0
AL359075.2,10.497
DLG1-AS1,2.0
AL512356.2,0.0
MTCO2P31,3.0
AC098850.4,0.0
PPP2R5E,77.045
AC127496.4,0.0
Z82243.1,8.0
AC116562.3,4.0
USP17L10,0.0
FAM189A2,19.0
BANF1P1,0.0
ATP11B,151.0
SLC9A9-AS1,1.0
MTCO3P35,1.0
BRMS1L,10.0
AC130651.2,16.0
AC105918.1,3.0
AL139275.2,0.0
INPP5K,33.299
AL391244.2,2.0
AC245407.2,2.0
LINC01095,3.0
AC104581.4,5.0
RPL35AP24,0.0
AC079380.1,1.0
MTCO1P24,4.0
TUBB3P2,0.0
AC107029.1,0.0
AL158151.4,2.0
AC010536.2,2.0
AC132872.3,5.0
AC010183.1,0.0
FGF7P6,109.38799999999999
BPIFB9P,3.0
AL691449.1,2.0
RNU6-25P,0.0
SKP2,57.083
DCBLD1,47.102
ERGIC3,81.062
AL512288.1,0.0
AL356390.1,2.0
SLC28A1,4.0
ARL4C,83.0
AL139098.2,5.0
RNF165,61.95099999999999
RNU6-1240P,0.0
AC107463.1,96.5
AC068985.1,0.0
NDUFB4P7,0.0
UBR5,171.772
AC096677.2,0.0
AC092925.1,3.0
GIPC3,3.0
AL391336.1,2.0
Z97200.1,5.0
HK2,81.71300000000001
AC095031.1,0.0
RANP1,1.0
TTLL6,14.1
CACNA1C-IT2,3.0
RNU6-913P,0.0
DZANK1,50.98700000000001
LINC02297,18.271
CYP2C9,46.0
PRPF6,25.0
AC114546.2,0.0
SNORA24B,2.0069999999999997
MIR4791,0.0
AC104304.1,0.0
PCDHB13,21.53
GLULP5,4.0
AC007603.1,13.106
THBD,35.0
AC062028.1,5.084
AC093225.1,4.0
AC005062.1,31.381999999999998
MTND4P33,2.0
RAB25,3.0
IGKV1-32,0.0
AC005224.1,11.347000000000001
STKLD1,19.247
AF131216.4,2.0
MIGA2,14.117
TPMTP3,1.0
AC093909.1,3.858
RNF113B,3.0
KNOP1P5,5.0
RPL12,85.73400000000001
AC013509.1,0.0
AL022328.1,2.0
AP005902.2,1.0
AC008569.2,33.009
FCGR1CP,6.178
RNA5SP141,248.326
AC233702.6,0.0
NSMCE2,38.519000000000005
AL136368.1,7.0
LINC01243,2.0
AC010547.3,2.0
PLSCR3,11.0
RASSF8,62.54599999999999
AC048382.1,4.024
LINC02543,3.0
RPS3AP41,1.0
AC016908.1,6.0
RNU6-826P,0.0
LASP1,137.971
THAP12P4,2.0
AL391845.1,0.0
NPM2,4.0
MTND6P12,1.0
RN7SL812P,0.0
AC009464.1,3.0
TRGJP2,1.0
AL445383.1,3.0
AC022113.1,9.0
C14orf166,44.636
ZG16,8.586
OR1L6,1.4469999999999998
C1QTNF1,10.093
MIR4697HG,27.0
AC092484.1,1.0
AC090527.3,2.0
AL451048.1,0.0
WDR11,74.65899999999999
RN7SL251P,0.0
AC016813.1,1.0
AC124944.3,68.506
MYL6,134.0
AC084125.2,4.328
PLXNC1,236.0
LINC00700,4.0649999999999995
MIR8077,2.0
RN7SKP11,2.0
RNU6-695P,0.0
AL137847.1,1.0
CFAP52,14.703
AC004543.1,6.0
AC025524.2,8.0
AP000462.2,1.0
MIR100HG,260.557
AC024940.2,0.0
AP000526.1,13.106
AC117500.2,1.214
AC093909.4,33.743
MYL12AP1,1.0
TAPT1-AS1,13.0
IL20,2.0
DYRK2,69.999
RNU2-61P,6.059
GOT1L1,1.0
AC004264.1,2.0
CD247,20.0
AL512283.1,13.0
NDUFA4P2,0.0
AC006058.3,1.0
CACNG7,5.0
AP001630.1,2.0
CYP4A43P,0.0
SNAPC5P1,0.0
AC009086.2,0.0
TEX261,9.042
AL161646.2,1.0
AC004232.3,5.0
WFDC1,122.952
INE1,36.967
RHOBTB3,60.792
AC138915.1,18.072
WDR93,18.95
RPS29P4,0.0
ERCC4,77.232
MYO1B,39.287
OR4D6,3.0
SYCP1,53.541
FABP5P12,1.0
AC005899.2,1.0
RPS27AP19,1.0
AC078918.1,0.0
SHMT2,16.0
C4orf32,3521.136
AGBL2,31.162
AC130404.1,2.0
PTCH1,83.63
AC005280.1,3.0
AL583856.2,0.0
TRIM43B,3.385
FABP7P2,1.0
TCAF2,147.98999999999998
PCDHB6,7.0
GNG10P1,0.0
HSPA2,24.918000000000003
LCE1F,1.0
AC012254.2,1.435
AC118344.1,4.0
AC005498.2,1.0
AL117378.1,353.31899999999996
ITPA,11.0
AC011998.1,0.0
RNU4-18P,1.0
LMAN2L,17.0
GRAMD1C,39.0
AL133368.1,2.0
NDE1,85.596
C19orf57,2.0
HAGH,139.003
AL137779.2,0.0
TAS1R3,0.0
BEND3,20.0
AP000860.1,1.0
AL354893.2,2.0380000000000003
DGKZP1,0.0
FRAT2,257.0
PAN3,196.999
AC079807.2,4.0
YIPF7,2.0
EBAG9,13.0
AC013562.2,5.0
AC087269.2,2.0
AC137936.1,6.178
AC000068.3,8.314
ZNF461,38.56699999999999
TMEM25,18.017
DHRS4L2,8.841000000000001
COX6CP18,0.0
VBP1,9.0
PILRB,33.969
AC105109.1,12.0
IGLV10-54,0.0
SUMO2P5,1.0
AC135279.2,1.0
RCSD1,80.918
PTMAP6,2.0
RAB35,24.001
AL512646.1,16.0
AC087273.2,7.0
AC127024.8,61.729
SPEG,32.148
AC006249.1,1.0
HSPH1,44.99999999999999
AC135068.2,0.0
AL583859.3,4.0
AC091516.1,0.0
AC104472.1,15.151
HFM1,19.999
AC005255.1,4.416
AC107958.3,2.0
AC104794.2,14.738
SNORD105B,133.0
CDAN1,33.023
SAP18P1,0.0
AC074091.1,5.287999999999999
MIR320B2,2.0
AC108039.2,0.0
SALRNA2,7.187
UCK1,5.0
IL12RB1,32.974999999999994
UBE2Q2P8,1.0
RN7SL404P,0.0
AC121251.1,0.0
AC013391.1,14.331
RPL7P46,0.0
ALMS1-IT1,16.644000000000002
AC020558.3,67.37899999999999
HFE2,11.0
AC011755.1,9.0
AL355385.1,0.0
C6orf47-AS1,2.0
HSPD1P8,16.0
RRAGD,41.0
RNU6-658P,0.0
AC005779.2,0.0
AC098680.1,1.0
AC079917.1,0.0
ACSBG2,15.0
AC007463.1,4.0
RPL5P12,3.426
AC009558.1,11.0
VCAM1,26.0
AP000553.1,2.0
AC007161.1,1.0
MTHFD1P1,3.0
PQLC2,17.223
AC015853.3,5.767
KRT17P4,7.636999999999999
SH3BP4,14.0
AC092329.4,46.811
AL355097.1,13.0
MRPS26,7.0
SNORD51,0.0
AL161757.3,1.0
UBE2V1P11,0.0
AC093609.1,1.0
AC023906.4,0.0
RN7SL822P,4.0
CBX1P2,2.0
AL034345.2,3.0
POLR2J,3.409
PCDHGA4,2.0
KCTD21-AS1,47.564
MIR8084,0.0
MFSD4BP1,0.0
MIR383,0.0
AC021451.1,5.0
LINC01444,11.0
AC114814.1,8.0
AC104306.1,3.0
AL445989.1,4.149
DEXI,2.068
TAF10,30.536
GRK5-IT1,3.0
VRK3,70.11500000000001
AC004147.2,8.0
