gene_name,HH001_B1_SA_S2
ITPKB,852.734
LINC02191,0.0
AC009963.2,0.0
TPMTP2,0.0
AL512283.1,4.0
AC010385.3,0.0
SERBP1P3,3.0780000000000003
AC018695.7,16.465
ATF4,230.05
WDR53,24.001
AC009464.1,23.0
TMED2,556.857
STRN3,300.768
SRP14-AS1,47.007000000000005
LINC01192,50.742
AC117440.1,1.0
AC138969.3,30.698
MYH7B,51.574
AP002340.1,27.752
AC022695.2,1.0
LINC00583,3.0
VAMP1,299.0
CYCSP22,0.0
MRPL27,55.143
BRAP,152.736
PSME3,1176.3220000000001
POTED,2.26
LUADT1,29.073
ZNF233,69.477
AC079080.1,0.0
RTL6,39.0
RNU6-819P,0.0
CPM,187.10700000000003
AC104211.1,1.0
ZP2,24.648
STOX2,26.0
CAP2P1,7.0
AL583854.1,1.0
SMTNL2,2.0
RPSAP52,1.0
RN7SKP153,3.0
MIR5586,0.0
PRSS53,42.262
CNTNAP4,4.0
OR2A20P,31.275
ASIC5,0.0
AC233992.2,3.0
MIR6865,1.0
LINC02075,21.118000000000002
AL353596.1,12.312999999999999
RNA5SP410,0.0
AC009117.2,0.0
AC060766.4,12.699000000000002
RPS20P25,0.0
LINC02229,1.0
AL136531.3,85.245
PRKD2,419.30600000000004
ANKRD30BP3,1.031
AC090116.1,2.0
AP000553.6,0.0
MYLK-AS1,8.0
TGFBR1,1025.0010000000002
RNA5SP454,0.0
ARPC1B,1243.874
AC004522.1,0.0
LINC01470,30.147
RN7SL717P,3.0
TSPYL2,27.0
NDUFS8,104.63799999999999
ZBTB22,76.0
COPS8,71.50999999999999
SPOCD1,43.122
GDAP1L1,6.0
AC008443.7,270.158
AC006366.1,0.0
AC015845.2,0.0
RHCG,1.0
AC020634.1,1.0
IRGM,28.346
U3,84.482
AC009090.2,2.0
CASC4P1,0.0
UBE2D3P4,2.0
LINC00554,10.229
PLEKHG2,166.643
HOGA1,62.844
DDX10P2,6.0
AC136777.2,1.0
PCIF1,101.99899999999998
GZF1,46.0
MIR920,0.0
AL110504.1,4.0
RNA5SP481,2279.795
RNU1-7P,20.0
PVT1,320.333
MZB1,235.043
NPIPB5,972.0790000000002
AC004264.2,38.047
AC078850.2,37.007
AP003170.5,1.031
RNA5SP267,30.000999999999998
FAM120C,78.977
RNY4P19,89.00200000000001
LINC00964,130.101
AC002985.1,0.0
AC026894.1,1.0
PTOV1-AS2,23.0
AP001619.2,0.0
TMEM128,102.05799999999999
TRIM60P18,14.0
FPR2,1738.9679999999998
AC002553.3,0.0
IGLV1-44,71.328
AP003532.1,0.0
SCGB1C1,0.0
AC011473.2,0.0
B3GNTL1P2,0.0
S100A11,114.0
LRP1B,31.0
AC009542.1,11.001000000000001
AC009878.1,0.0
ZNF717,62.0
APOA1,0.0
RNU6-66P,0.0
MAPK6,158.685
UCK2,59.998999999999995
AL356133.2,1.0
AL845552.1,15.0
AC079910.1,3.0
VN1R4,1.0
RNA5SP350,3.0
AC009962.1,36.363
TPM3P2,1.002
ZNF674,448.363
EYS,211.949
NPM1P13,0.0
RNA5SP416,0.0
PRKCE,115.99900000000001
AC073429.2,6.26
SERPINB3,3.0
AC096725.1,0.0
CD37,737.9879999999999
RNU6-1222P,0.0
AC087623.2,0.0
DPH2,42.99999999999999
RN7SL854P,2.0
RN7SKP2,0.0
OR52S1P,3.0
C3orf67,28.906
AC009480.2,6.0
ADAMTS17,44.124
BX322234.1,2.0
TRGV5,21.353
SNORD95,828.199
AC103724.3,9.0
RBPJL,4.0
RNU1-51P,1.0
AC009563.1,10.0
AC079070.1,3.0
HELQ,95.0
BX255925.2,8.0
AC011473.3,1.0
AL109954.1,2.0
GAPDHP76,1.0
AC007389.4,0.0
ELOVL2,7.0
PRSS27,91.745
SLC26A1,0.0
SLC25A1P4,3.0
MTNR1A,2.0
AC137527.2,0.0
ART4,37.111
FAM71B,0.0
AC117532.1,0.0
SRPRB,68.999
CHUK,252.99999999999997
LRRC56,14.235999999999999
KAT6A,1493.573
NRTN,0.0
SNORD114-13,3.0
WDR49,11.0
AL353763.1,18.0
AC005833.4,2.0
CHEK2P4,0.0
EEF1A1P30,7.005
AL445259.1,842.9510000000001
IGHV3OR16-9,24.89
RFPL3S,7.2410000000000005
RNY3P9,1.0
AC003988.1,2.0
AC018554.2,0.0
REG1B,9.0
AL590677.1,0.0
AL365273.2,7.693
AC096559.1,0.0
RNU6-1269P,0.0
HOXA-AS2,20.999
AC091965.2,1.0
KCNAB3,33.53
ICMT,157.025
AL441992.1,5.0
AC016876.2,37.266
LINC02261,159.114
PGAM2,8.0
TSPEAR,2.0
AP002991.1,0.0
PTCHD3P3,0.0
SUPT3H,17.0
AL512506.1,3.0
CTNNA3,18.0
ALLC,8.0
AC010982.1,0.0
VASH1,72.0
AC127526.4,8.183
IGHV3-32,2.0
AC099786.1,2.0
TRGV6,1.0
AC066613.2,0.0
KRT41P,0.0
AC073130.3,9.0
ZNF805,33.0
DEFB108F,0.0
ZBED1P1,2.0
CLPB,34.0
AC022968.1,2.093
IGLV3-4,0.0
AC005154.3,23.671
BCHE,4.0
SMIM17,1.0
AC083798.2,54.811
AP000619.3,0.0
RNU6-926P,0.0
AC243732.1,1.0
RAB27A,898.89
TRAJ53,0.0
AC243654.3,79.381
DOCK2,1072.0
CDC27,589.611
COPE,101.99999999999999
AL161773.1,2.0
RNA5SP138,2.0
AC016877.2,1.0
CFTR,79.321
LINGO1,4.0
MIR4461,0.0
YAP1,29.0
HS6ST1P1,0.0
ANKFN1,13.0
AC117382.2,28.316
AC245128.3,447.62
ZBTB37,1159.134
AL031663.2,0.0
AC105129.3,2.0
TMUB1,17.0
PACS2,123.119
AC006483.1,0.0
TRAPPC5,328.414
DLGAP1-AS5,17.0
NEUROD6,3.0
AC026316.1,1.0
AP002360.2,19.067999999999998
AC138749.3,0.0
AC068726.1,1.0
RNA5SP20,0.0
SLC34A2,94.965
MIR4529,0.0
OR10K1,673.17
KRT18P31,59.0
AC116631.1,2.0
TMEM14B,320.26900000000006
AC000061.1,1.0
AL035090.1,0.0
OSBP2,100.587
AL159987.2,0.0
RNU6-735P,1.0
TMEM229B,84.54100000000001
HM13-IT1,12.722999999999999
RNU6-15P,114.63600000000001
COL5A3,9.0
AP1G1,1108.4969999999998
AC010503.3,0.0
AC114401.1,15.0
ADAMTS9-AS2,29.151
ZCCHC4,143.082
FRY,769.999
RAB9B,4.0
AL136982.1,113.713
AL390783.1,46.13
SNORD116-17,172.095
KRT18P25,0.0
AC099796.2,0.0
IGKV1-27,37.159
AC092593.2,1.0
AC007922.3,3.67
AL080243.1,0.0
DSTYK,304.007
AC092484.1,2.066
BOD1P1,3.0
ZNF521,10.0
MIR182,0.0
GRIN2C,17.122
IGHVII-33-1,1.0
ISL2,16.0
CSNK1G3,178.0
MIR6875,0.0
AL137186.1,0.0
PANK2,830.738
CYMP,0.0
WWP1P1,2.055
SGTB,411.778
AC034229.6,0.0
NPVF,3.0
RNU6-1051P,0.0
RPLP1P13,0.0
RPS18P9,3.075
MIR365A,0.0
FPR1,3606.3099999999995
TPRXL,162.072
HOXA6,3.103
AL049714.1,1.0
AC026116.1,1.0
OR5B2,17.0
PDZD11,8.0
AC012456.2,0.0
POLA2,182.76999999999998
MIR4775,0.0
MIR4279,0.0
MT-TS2,2159.0
AC009446.1,39.217
CSMD2-AS1,0.0
AC007179.3,0.0
SAMSN1,132.0
APIP,63.955000000000005
KCNJ18,4.0
MIR1469,0.0
AC147067.2,0.0
AC005229.3,0.0
AC005670.2,39.763999999999996
WWOX,69.033
AFAP1-AS1,67.85600000000001
ZEB2,2005.516
AC073052.1,9.0
SRMS,0.0
AC123788.1,1.0
NDUFV2-AS1,22.999000000000002
MIR3915,0.0
DNAH5,23.0
AC108025.1,2.0
WDR60,86.90899999999999
MIR3649,0.0
LINC01792,2.0
ENPP3,29.919999999999998
AC127894.1,5.0
RNF219,48.0
TRIM25,3755.998
PRELID3BP11,0.0
GRAMD4,120.88900000000001
SNORA25,426.837
GPR158,10.0
SYT4,11.0
USP9YP5,0.0
LINC01208,0.0
AC115285.1,4.0
AC026434.2,0.0
FAM87A,11.436
AL109954.2,2.0
AC091768.1,0.0
HPS5,174.93499999999997
LINC00349,3.0
BCAT1,220.084
AC012414.5,37.253
PCDHA1,6.7410000000000005
MATK,17.627
RNU6-731P,0.0
ZNF506,1572.0929999999998
AC103764.1,3.0
U73479.1,0.0
IGHVIII-67-4,1.0
FRMD8,439.291
AC117525.1,4.0
AC114501.1,0.0
AC092634.3,2.0
RNU6-575P,0.0
SEM1,160.898
RN7SL418P,9.707
ABHD8,14.0
SNORD116-16,321.225
RNU6-748P,0.0
RNU6-1165P,0.0
AC007064.1,1.0
YY2,6.0
B2M,17528.077999999998
AP000446.1,235.227
AL731684.1,9.0
TRAV23DV6,3.0
GNAO1,19.0
AC125257.2,0.0
AC015961.2,3.0
RNA5SP460,0.0
ELMOD2,238.999
IFIT3,37.077
AL109628.1,0.0
MIR454,2.0
NDUFA5P8,0.0
AC112229.3,0.547
AC078841.1,1.0
BBX,196.00099999999998
MIR6088,0.0
AL132989.1,15.244000000000002
AL359704.1,0.0
AL117336.3,202.19799999999998
AC002368.1,0.0
RNU7-164P,0.0
ZNF792,47.00000000000001
AP001153.1,4.0
AC233290.2,0.0
SKOR2,3.0
AC005178.1,0.0
PTGER4P2,0.0
AL358612.1,3.0
AC020892.2,0.0
PHF11,194.0
NXNL2,89.24700000000001
CARD11,99.0
AL450003.2,0.0
ZNF702P,63.47
KANK1,161.40300000000002
NACAP5,0.0
AP001372.2,21.0
MIR5692A2,0.0
NUTM2B,8.592
AL353898.1,0.0
MIR4700,0.0
OR11H5P,2.0
NEFMP1,13.0
PRSS36,15.0
AC009800.1,7.0
CIR1,202.91000000000003
TAX1BP1,318.00000000000006
LYZL1,1.5019999999999998
TMEM45B,125.18400000000001
ATP5G1P8,0.0
AC009477.2,0.0
AC021224.1,21.0
AL022310.1,25.638
RN7SKP122,0.0
TMEM248P1,1.0
DEPDC4,21.674
CDC16,137.0
AL590240.1,0.0
MTATP6P2,0.0
LINC00639,20.0
AC015911.1,1.883
AC087311.1,1.0
SLC22A18AS,7.0
RHOT1,337.221
OR2J2,16.288
DEFB136,0.0
AC007614.5,17.0
AC020892.1,4.0
AC104984.1,50.365
AL590762.3,1.095
TMEM205,107.0
AC008739.5,45.485
AC112236.2,2.0
RNU4-27P,0.0
FOXN1,3.0
AC233290.1,2.0
RABIF,103.82700000000001
ZNF622,54.0
AC130360.1,0.0
AL158834.1,9.712
PSPC1P2,0.963
AL136537.2,5.0
RN7SKP134,6.934
NCOR2,129.831
MYH11,219.47200000000004
CEBPB-AS1,130.261
AJ011931.1,7.0
AC139792.2,12.0
AL359704.2,1.0
AL023806.3,379.728
RFX4,16.126
BX248123.1,13.968
NXF1,719.2969999999999
AL450344.1,56.0
EI24P3,0.0
RAB9BP1,1.0
RPL23AP12,2.04
ABCG1,269.242
MAGEA12,1.0
EPHX1,13.0
LINC02493,9.0
AL161935.1,2.0
AC105384.1,5.066
C3orf38,107.99999999999999
DDX50P1,59.658
HMGA1,61.99999999999999
CRYGN,5.0
AC008134.1,0.0
RN7SL793P,5.0
AP001330.3,2.0
RPL7AP52,2.0
AC005332.2,1.0
C2orf49,205.75099999999998
AC020915.5,2.0
FIGLA,0.0
AC239809.1,0.0
STON2,116.113
RNU6-1001P,0.0
AC020910.4,6.0
AC098869.2,0.0
DCLRE1A,27.0
AC093755.1,1.0
OR7E15P,1.469
HMGB1P3,0.0
LINC01350,0.0
OR52N1,19.542
SNRPEP10,0.0
SLC35B2,87.0
GOLGA6L11P,0.0
NCOA5,88.99999999999999
DDAH1,17.0
AC022511.1,0.0
WDR43,141.444
TTC28-AS1_4,0.0
DCAF13,199.249
AC005005.1,0.0
SEC11B,0.0
AL139237.1,2.0
AL132640.3,24.774
PHYKPL,685.778
CYP4A22,12.965
AC074101.1,0.0
MIR4442,0.0
AC099654.2,2.5580000000000003
RPSAP50,0.0
B9D1,2.0
AC084768.2,0.0
KCTD11,33.485
OR4A47,1.0
AL512326.2,0.0
SLC35D1,146.445
KLK14,1.0
IGHD5-12,0.0
ZNF223,35.891999999999996
AC095059.2,0.0
AC010469.1,0.0
RAP1BP2,1.0
NCAM2,14.217
TAGLN,36.0
RHOD,0.0
PLXDC1,127.349
TNFAIP8L1,213.64499999999998
AC007906.2,85.04999999999998
OR6A2,5.0
ZDHHC17,1382.8799999999999
MIR548I2,0.0
MTIF2,101.39399999999999
NFU1,34.941
ALOX15P2,4.0
TTLL5,148.3
DLEU2_2,0.0
AL163192.1,1.0
EFCAB1,10.0
NIPSNAP3A,26.0
MED28,1672.732
SNORD109A,1.8780000000000001
SEZ6L,6.0
AL353608.1,2.0
FAM181A,1.0
DUX4L26,5.341
RPS6P12,1.0
AC112198.4,0.0
AL008726.1,0.0
DUSP13,7.0
TMEM88B,1.0
STK3,786.2450000000001
ZBTB25,846.5660000000001
AC116353.3,0.0
SLAMF9,2.0
SMIM10L1,27.0
ZKSCAN4,45.633
LINC02069,23.93
MT-TW,66.0
RPL5P25,1.0
AC093326.2,2.0
SPANXB1,1.77
PTPRJ,4120.3679999999995
CD38,279.937
AC108463.3,78.569
AC034223.2,0.0
SNORA54,3055.0
CXCL5,34.188
MIR6786,0.0
AL713923.1,0.0
RCAN2,6.0
AL590502.1,0.0
CLASP2,422.8670000000001
RPS29P10,0.0
SMG6-IT1,4.0
AC040926.1,0.0
FAM236D,2.0
AC021506.2,0.0
AC007193.1,1.0
CR383656.4,0.0
AC005410.1,71.783
PHACTR1,109.499
AC004466.3,1.0
MIR4655,0.0
AC107973.1,1.0
NPTN-IT1,185.0
AC092634.4,6.0
UBE2CP4,0.0
CCL1,0.0
MTCO3P1,1.0
OR8B9P,121.179
INTS4P1,37.757
TPD52L1,153.57999999999998
OVCA2,1.857
AC004803.1,32.202000000000005
MIR1299,1.0
AL603839.1,0.0
AP000893.2,12.673
AC087645.1,0.0
L3MBTL4,115.601
LIPH,89.779
FEN1P1,0.0
AL035661.1,22.538
GRIPAP1,310.44800000000004
FAM99B,6.428999999999999
AC006947.1,37.771
UGT2B7,7.0
RPL10P12,1.002
AP001458.1,0.0
AC138894.1,7.623
PTPRK,41.26899999999999
RN7SKP198,5.4270000000000005
AC104371.1,1.0
TRAV26-1,4.0
NPAP1P3,23.601
RNU6-1123P,0.0
XRCC6P2,2.195
TM4SF1-AS1,0.0
CACNA1C,17.0
CNTD2,1.0
CCDC150,64.396
RFX1,58.983000000000004
ZC3H10,224.48600000000002
RGPD3,21.99
AC078788.2,4.0
ESRRAP2,11.316
AF107885.2,0.0
COX10-AS1,290.862
SEMA3G,13.0
LCE3C,0.0
AC062037.1,1.0
SMIM13,54.0
MIR6796,0.0
AC106712.1,12.757
AP003351.1,0.0
AC004691.2,3.832
DPYD-AS2,3.0
LRRC3C,0.0
VAMP8,111.99999999999999
NBPF19,1330.518
AC096734.1,1.0
ZNF200,338.60099999999994
TRAPPC2L,32.0
MTND4P4,4.0
ITFG2,184.99900000000002
DSTN,95.37299999999999
TAAR6,1.0
BEX4,17.0
AP001120.3,2.0
DEFA4,116.0
HMGN1P6,0.0
ROBO4,14.165
RPL9P32,2.1319999999999997
AL391822.1,0.0
HACE1,255.37600000000003
ENO1P2,2.0
AC110079.1,91.32900000000001
AC092155.2,1.085
RSPH9,13.0
RNU7-59P,0.0
BOLA3P1,0.0
AL133243.4,167.93900000000002
RN7SKP169,1.0
AC008667.1,5.0
AC091729.1,0.0
MYB-AS1,1.0
SERPINF2,2.0
SLC39A12,5.0
AC093166.4,0.0
MIR3917,0.0
KLF3P1,9.0
MEF2C,258.03499999999997
AC024082.2,0.0
AC008655.1,0.0
AC089998.1,22.476999999999997
RNA5SP24,0.0
AL645474.1,0.0
AC026979.3,8.863999999999999
HBP1,635.721
ZNF880,65.843
SNORA48B,0.0
MIR147A,0.0
AL390254.1,1.0
TMEM179,6.0
SLC25A37,13894.626000000002
GYPA,68.34700000000001
LINC02469,35.056
AL121785.1,1.0
AC022816.1,42.708
AC079310.1,1.0
SF3A1,278.00000000000006
MIR342,2.0
RPL6P21,1.0
TSPYL4,107.0
RPL23AP15,0.0
ASCL3,0.0
WDR97,92.67699999999999
SERPINH1,39.219
RNA5SP361,0.0
KRT125P,1.0
KCTD9P1,18.76
LINC01135,3.0
LINC02216,23.910999999999998
CDK14,188.0
RNU6-756P,0.0
LINC00672,323.907
RNU6-786P,1.0
ATIC,65.44
CCDC13,38.523
AC099552.2,0.0
EXOSC3,151.571
CCNYL3,4.0
ISCA1,315.23
LINC00331,4.0
LINC02472,11.0
MTND1P3,4.0
SNORD3D,32.417
ID1,1.0
AC074051.4,3.0
AC009159.2,3.0
AC073465.3,0.0
AC107016.1,0.0
RN7SL359P,356.721
SND1,171.121
CFAP126,1.0
LINC01039,0.0
AC111000.5,5.0
SNORD115-28,0.0
AP001059.1,0.0
AL357509.1,1.0
IGKV1D-43,2.041
VN1R40P,2.0
AC092849.1,5.0
KIF13B,147.99899999999997
DCTN6,63.887
MXI1,354.0
RSPH4A,9.0
THRB-IT1,58.773999999999994
RN7SKP86,1.0
OR52T1P,1.0
AC005324.3,2.6910000000000003
AC022296.2,0.0
MIR1207,0.0
OR9G4,5.0
MIR5707,0.0
RNU4-20P,0.0
AC091944.1,1.0
MSL3,539.054
AL627309.6,0.0
RMI1,91.59199999999998
CEP120,149.0
DDX51,53.086
MTND4P30,61.025
AP002336.3,1.0
RNU6-978P,0.0
MIR1269B,0.0
HMGB1P18,2.0
ZNF699,57.306999999999995
AC090136.3,7.0
AC005758.1,0.0
AL136146.2,120.0
AC093821.1,29.305
MYOM1,26.009
AL356387.1,0.0
AL592494.3,6.0
DDX24,145.578
RN7SL432P,4.0
AL670379.12,0.0
AC087741.1,294.91799999999995
IGHVIII-2-1,3.0
AL121936.2,2.0
AGPAT2,42.0
NHLRC1,32.589
PRB2,1.272
AL445524.1,34.732
AC018557.1,1.0
AC093155.3,1.169
AC133473.1,7.0
AL049646.2,0.0
AK3P2,0.0
AC024267.1,30.0
Z73417.1,2.0
WASHC5,75.0
AC009054.2,66.872
TMEM89,0.0
AC114781.5,0.0
AP003181.1,1.0
C14orf132,54.581
MIR4304,0.0
AC015818.7,0.0
AC096664.1,0.0
DIP2C,26.023
MTRNR2L4,52.328
OR6K6,3.0
CERS6-AS1,84.35700000000001
ZC3H7B,215.457
AC110716.2,70.479
LINC02087,12.532
SLC7A7,688.0150000000001
AP002004.2,0.0
AC247036.1,0.0
MON1B,359.64799999999997
CTTNBP2NL,61.12799999999999
EIF5AP3,6.0
RELT,1215.001
KLHL6-AS1,51.676
RASGEF1B,108.321
LINC00911,1.0
SNRPFP4,0.0
CLEC1B,25.0
AGL,122.999
AL513164.1,0.0
AC087664.1,1.0
RNA5SP354,2.0
AC116366.2,97.0
LPIN2,819.9999999999999
RGS20,2.0
UBE2V1P2,0.0
AL603910.2,0.0
OR2BH1P,1.0
GFPT1,397.621
OSR2,3.0
RNU2-26P,59.068000000000005
SNORD82,121.0
AC009163.3,22.336
AC130352.1,54.141000000000005
RNA5SP463,1.0
NUP210P3,0.0
ZMYM6,622.116
OR10G3,207.43800000000002
C2orf73,4.0
DUX4L8,0.0
OR1L1,0.0
TBX15,2.0
AC138904.1,151.308
PPP1R2P6,1.0490000000000002
AC010378.1,0.0
TSC22D1-AS1,42.794
ANAPC11,94.494
RNA5SP333,3.0
HTR1D,43.863
MIR6504,2.0
AL136126.1,1.0
RNU6-1019P,1.0
MIR1293,0.0
RNU6-22P,5.138
SIM1,28.421
NUPR2,0.0
AC013489.1,0.0
LINC00989,33.986000000000004
LARS,287.965
H2BFWT,0.0
GPR3,2.0
AC068189.2,17.864
AC019176.1,0.0
AC073476.3,26.0
AC099778.1,28.125999999999998
AC117498.1,4.0
C1GALT1P2,5.0
KATNBL1P5,1.0
GTF3AP1,1.0
PLCB1,81.095
AC034154.1,80.397
SEC22B,1021.504
AC008962.1,0.0
AC068722.1,10.0
OPA1,173.00300000000001
RPL12P46,0.0
AC013267.1,2.0
NCAPH2,75.75999999999999
DGKQ,53.0
AL359091.4,1.0
EPHB2,24.368000000000002
RFX2,143.788
ZNF24,724.0
AC127002.1,9.0
AL078601.1,0.0
LINC00456,2.0
FAM60CP,0.0
AC245291.1,0.0
LINC01021,52.13
DRC3,86.39
ERFE,4.641
RNU6-1034P,0.0
SCO1,393.03200000000004
AC008770.2,0.0
DTNA,58.816
PABPC4L,5.0
HNRNPA1P71,2.0
AC010503.1,2.0
AXL,103.194
RNU6-987P,0.0
AC087683.2,10.0
HSD17B3,8.0
LINC02392,15.363
GTSE1-AS1,11.0
ELOBP3,0.0
ZBTB5,86.0
PAPPA-AS2,5.0
AC025576.1,1.0
GAPVD1,694.806
RSU1P2,17.358999999999998
SCNN1D,4.0
GSTM2,227.296
ZNF557,295.748
AP001922.3,51.0
E2F3P1,2.0
UBE2Q2P11,0.0
OR7E128P,0.0
MIR3136,9.0
AL606534.2,11.169
AL355916.3,0.0
ZNF322,117.828
AL390195.2,462.10699999999997
MIR4457,0.0
MIR8067,1.0
GPR139,0.0
AL050402.1,1.0
UQCRHP4,0.0
ST13P6,6.649
LINC00334,2.0
AL732314.4,0.0
RNU6-501P,0.0
PCDHA14,0.0
FAM71F1,7.0
SEMA5B,5.0
TMEM247,3.0
TAAR8,3.0
TRIM4,221.46
KRT8P19,0.0
HOTAIRM1,48.436
AC022616.2,2.0
BX255923.2,37.149
SLC24A3,27.0
AC009478.1,2.068
NRK,12.0
LINC01949,272.44800000000004
TXNP1,0.0
ZNF595,148.91600000000003
AC008575.2,18.345
AC007386.2,28.815
GATB,124.253
BPIFA3,4.0
KRTAP19-1,0.0
AL805961.1,38.745
RPL13AP6,2.001
LINC02332,0.0
AC026254.4,11.595999999999998
FLJ40194,76.42999999999999
EGFL6,0.0
ACTBP1,0.0
BX119904.4,1.0
ZNF511,24.0
AC005828.7,1.0
IGHV3-53,26.079
GCNT7,1.0
DTD1,118.765
PTN,3.0
BNIP3L,724.5350000000001
MTND1P18,2.0
AC008906.1,7.0
AC026369.3,2.0
AL589743.7,0.0
KRT17,2.0
PAX7,8.0
SNORD45C,76.845
AC020917.3,83.03299999999999
AC011494.1,0.0
AC025811.1,4.0
MIR2682,0.0
AC022140.1,38.087999999999994
HSBP1P2,0.0
REPS1,160.558
AC092692.1,470.91900000000004
WSPAR,1.0
VN1R96P,0.0
OR10J1,77.19800000000001
MKL2,224.139
CT45A6,0.0
AP001184.1,0.0
AL139089.1,18.0
AC108142.1,0.0
GNPDA2,40.0
HMGB1P51,7.0
AC007922.2,4.061
RNA5SP39,0.0
AC092059.1,1.0
GDI2P2,1.093
MMP8,116.001
GPATCH8,329.028
GPAT2P1,0.0
AC073655.2,5.106
AC118555.1,3.1660000000000004
ADM,444.0
SHISA8,1.0
ARHGAP33,14.0
DNAH14,69.25099999999999
AK8,1.0
AC092919.1,2.0
F11,6.0
SNORD115,0.0
DDX50P2,5.0
AC009509.2,5.0
EEF1A1P14,2.028
WASF5P,0.0
ZRANB1,283.686
TPO,7.152
AC007012.1,0.0
VPS35,354.649
AL929472.2,5.0
BNIP3P28,59.07899999999999
POU3F4,8.0
AC017035.1,7.0
UBE2E3,27.0
GFRA3,1.0
AC018946.1,2.0
AL356057.3,1.0
AC103810.8,2.533
AL358075.2,1.0
ABCB11,12.0
AC005837.1,7.0
RN7SKP93,0.0
AC087321.1,0.0
LINC02432,36.543
RTN3P1,0.0
AKR1C5P,4.0
LCMT1-AS1,42.965
NHLRC4,4.0
ZNF670,17.199
RN7SL285P,7.0
SCML4,171.03400000000002
THAP12P9,7.711
AC010422.3,5.5
CECR3,4.0
AC011491.3,3.0
GOSR2,703.273
ZNF207,3916.0670000000005
AC073472.1,0.0
LINC01484,163.53400000000002
NUP153,463.0
AC022149.1,0.0
TERF1P1,1.464
FAM69A,43.0
PRMT1,120.94999999999999
LNP1,9.0
MRPS24,38.368
ADAMTS7P4,162.683
COL20A1,9.094999999999999
IMP3P2,2.0
OR4F4,0.0
GPR26,64.0
MIR1265,1.0
PPFIA2,15.0
VPS25,122.803
YBX3,372.32500000000005
GZMM,20.0
USP17L20,6.7379999999999995
AL662844.3,1.025
FGFR1OP2P1,2.0
PRELID1P2,0.0
AL355482.2,0.0
AC004006.1,0.0
STK32A,20.095
AC244196.3,2.0
TIRAP,158.40900000000002
AC008115.3,13.0
AC013726.1,61.48
AL353898.3,345.25
RPSAP19,0.0
RPS8P4,0.0
AC244197.3,156.817
BUB3P1,0.0
MIR548C,42.979
SYPL1P1,0.0
H2AFX,51.054
AWAT1,1.0
ANK2,33.999
AC133065.5,8.0
CDON,66.671
AC007671.1,1.0
MORF4L2-AS1,8.0
AC098679.3,34.891999999999996
AC121757.1,0.0
AC068014.1,0.0
AC005954.2,12.155999999999999
AC243964.1,0.0
AL096869.1,2.0
SLX4IP,199.73
PPP1R26P5,0.0
SEMA4A,965.999
EFL1,36.034
AC012100.1,0.0
ADPRH,36.0
DPH5,72.08699999999999
RNU6-606P,0.0
AC007787.1,0.0
AC138907.1,0.0
RN7SL69P,6.0
SCYL3,206.794
AC233723.1,0.0
EID2,18.0
CR392039.1,0.0
AC117482.1,1.0
BCL2L13,311.199
TPRG1L,148.685
AC032044.2,0.0
RAB23,11.0
AC007938.3,2.0
MAN1B1,274.53999999999996
DEGS2,3.0
AL080250.1,33.083999999999996
AC129102.1,2.0
NDUFA8,18.0
DNAJC22,45.287
BNIP3P17,0.0
AC092376.1,0.0
LINC00184,4.0
AP003733.3,1.0
RNU6-1168P,0.0
GPR179,17.0
PHYHIP,0.0
DMTF1,383.41099999999994
MIR3924,0.0
ELOCP33,7.2589999999999995
WNT7A,16.043
FP700111.1,0.0
AC009690.2,4.0
KCNJ9,6.0
HLFP1,3.0
AC112206.4,3.0
TMEM223,23.000000000000004
AC008915.2,47.886
PECAM1,1436.8669999999997
AC051619.6,53.015
AC011511.2,0.0
AC104027.1,0.0
LINC02467,0.0
FOSL1,5.0
RNA5SP436,9.0
MIR5689HG,14.07
PPIAP33,0.0
AC109347.2,1.0
AL160163.1,64.267
AC025754.1,0.0
AL513348.1,58.849
AL162457.1,17.002
ARL2BPP4,1.0
BAX,143.258
SIPA1,255.60799999999998
RPL3P5,0.0
AP2B1,279.951
AC245041.1,0.0
RPS18P1,3.0
B4GALNT3,29.000999999999998
AC130343.1,0.0
AC133865.1,1.0
DBNDD1,3.016
SLC25A25,70.0
LINC01815,0.0
AC009126.1,14.0
MIR6758,0.0
AC010894.3,15.0
LRRC37B,175.17399999999998
IFNA13,3.0
CDK12,673.0949999999999
SNAI2,6.0
MIR3909,1.0
PRELID1P4,0.0
AC022613.1,5.0
CCDC43,38.0
AL031432.4,152.959
OR1K1,0.0
RNU2-44P,3.0
NCR1,68.74300000000001
OR4C1P,1.0
ADCY5,7.0
AL583859.2,16.0
MIR6793,3.0
PATL2,618.9159999999999
SFTPB,25.496000000000002
AC090950.2,0.0
RNF167,246.0
MXRA5Y,6.0
RNU1-106P,15.727
NARS,124.99999999999999
AL031280.1,3.077
DHX30,277.369
RN7SL354P,1.0
AC091810.1,0.0
AP000805.1,0.0
FOXD3,2.0
AC023830.2,152.088
ADAM32,2609.0080000000003
LPAR1,28.0
PSMC1P3,1.012
GSN-AS1,44.003
PKDREJ,13.0
AC134879.2,1.375
AL807761.4,2.0
LINC01770,2.0
ATG10,134.659
ESX1,0.0
RNA5SP458,0.0
AL390961.3,7.0
ST20,286.374
AC021092.1,80.517
RPL23AP62,2.0
RN7SL168P,2.0
AC026803.2,3.0
HSPA8P14,14.0
AL157935.1,82.722
ESYT3,84.80199999999999
