gene_name,HH003_A1_SA_S4
KDM5A,4721.241
AC007621.1,22.0
GLYCAM1,25.0
DUX4L50,166.858
AC079362.1,89.805
AC092634.3,18.0
AC010202.1,7.0
AC106872.9,23.0
COL14A1,350.303
AC140113.1,6.0
SPTLC1,1318.143
B3GNTL1P1,11.0
AC127496.5,13.0
IGLV1-47,14.17
POLR2B,1284.0990000000002
IL18BP,164.615
RNU2-47P,6.117000000000001
AC010546.1,24.0
AC004812.2,68.67399999999999
PANO1,148.68
DRD3,36.0
NUP160,792.11
ZSCAN18,290.72299999999996
DHRS4L1,26.752000000000002
AC145207.6,0.0
RCC2P6,18.221
ACTR3BP1,40.238
HOXA9,82.479
KL,142.0
TRAV24,15.0
RAB8A,746.4920000000001
RNU6-438P,4.0
AL162377.2,5.0
YWHAEP4,4.0
AC018793.4,18.852999999999998
AC023449.2,57.93
AL352979.1,5.0
CD79A,84.0
AP004607.9,10.048
RNU6-161P,3.0
MIR4500,2.0
FGFR3P5,14.0
AC244197.3,340.20799999999997
GDF5OS,117.087
OR2T2,127.615
AL590235.1,54.668
TBX3,166.0
AL121932.1,0.0
PRSS55,64.191
AC024940.1,292.735
BCLAF1P1,127.48899999999999
AL049543.1,77.458
CAPS,761.8110000000001
HPN,76.752
AL109618.2,12.0
L34079.3,0.0
MIR142,0.0
GPR45,8.0
AL078590.2,54.0
PKHD1L1,615.0
PLXDC2,4745.811000000001
SERPINA12,25.0
AC110296.1,5.0
ZRSR1,87.838
KCNH4,60.0
AL365273.2,167.53400000000002
AC106895.2,143.0
CBX1P4,10.0
AC073107.1,163.49
AC079331.1,101.064
AC105446.1,190.951
AP002907.1,226.282
NDUFA12P1,16.0
IRAK4,2271.267
AC007490.1,27.0
COMMD4,1257.546
LINC00222,143.97299999999998
MTND3P17,15.139000000000001
TSC22D1,790.337
ELF3-AS1,29.865000000000002
MT-ND6,4978.72
HSBP1P1,10.0
RNU7-88P,8.0
AC009563.1,75.998
AC093519.1,8.0
AL022316.1,15.0
AL136087.1,4.0
LINC00865,156.0
FUT10,902.2289999999999
RN7SL58P,78.89399999999999
AC024257.2,0.0
MIR148B,2.0
AC010620.2,13.0
C19orf12,331.50899999999996
NAP1L6,130.35399999999998
IRS4,22.0
AC112191.1,162.85
USP17L1,0.0
FOXP4-AS1,20.999000000000002
AF131216.1,663.74
FGF7P4,0.0
AC004637.1,7.0
LINC02105,42.0
AC113412.1,15.0
BX927359.1,0.0
LINC02302,493.87800000000004
RNU6-1167P,0.0
NAV3,2975.4729999999995
PTRHD1,131.69
APLN,34.0
AL591742.2,259.306
RAB1B,571.631
RN7SL197P,13.365
RNA5SP497,11.0
PRORSD1P,335.44800000000004
PARP14,19114.57
GAL3ST4,160.497
MIR4503,3.0
BNIP3P19,16.088
RILPL1,1492.5040000000001
AC068647.1,193.778
AL606834.2,77.0
BABAM2,554.523
SLCO1B1,57.724
AC003973.2,139.06799999999998
RNU6-351P,0.0
PLPPR3,11.049
RAB1A,1897.79
TRAV8-7,5.0
OR5H4P,22.0
AC126323.3,18.0
THAP5,1289.631
KRT18P16,16.0
LINC02304,16.0
AL121694.1,1.551
RNA5SP117,9.0
AC006994.1,129.0
GS1-600G8.3,6.912999999999999
AL445224.1,25.349
RPL3P9,11.525
TMEM256,32.989
TUBA3GP,20.0
MCTS1,374.904
REXO1L1P,13281.597
RN7SL564P,45.006
CABLES2,90.0
MIR302B,0.0
AC092119.2,325.574
BRD8,645.613
PTCHD3P3,18.0
C14orf119,498.835
AC009495.1,13.966
NHP2,146.95499999999998
TRAV34,22.0
PCAT6,14.0
RN7SL299P,12.212
AL591866.1,10.0
EYA4,240.00000000000003
RNU6-1093P,0.0
AC131254.2,1296.443
AC074099.1,46.0
MIR6808,0.0
RN7SL636P,111.704
AC243967.1,6.599
LRRC6,247.99999999999997
AKR1C2,313.72499999999997
RNA5SP20,1.0
LINC02411,25.0
PNRC2,1299.3110000000001
AC016738.2,11.0
MYH7B,394.261
AC005086.2,59.14
MAP2K2,535.137
AL133406.1,13.0
THRB,233.334
MAGI1-AS1,19.0
MIR6832,8.0
MRPS35P3,5.0
BTF3L4P4,18.0
SSR1P1,30.0
DND1,1.4069999999999998
NFU1P2,14.0
HIST1H1E,634.0
RNU1-80P,0.0
AC092628.2,10.0
MPP2,79.999
ZNF341,316.605
TMEM246-AS1,13.0
MIR4287,1.0
MIR4286,3.0
CTSG,42.0
AC092754.1,26.855999999999998
AL512310.3,0.0
AC010285.2,68.42399999999999
GIMAP5,817.6779999999999
PYCARD-AS1,29.601999999999997
AC084357.3,131.21800000000002
AC004461.2,86.0
AC007342.2,22.0
AC026464.3,0.0
RNASE1,25.0
KIAA1147,531.0
CR936218.1,0.0
RAB3C,277.149
NKX2-6,2.0
OR52L2P,20.908
XPO5,500.64099999999996
LINC01095,55.001
OSBPL6,512.969
PHKG1P4,1.109
IGHV1-68,1.2409999999999999
AC074117.2,5.0
AL161670.2,122.834
AC040162.2,6.0
AL691482.2,0.0
COBLL1,621.255
FAM162A,332.794
DBR1,417.147
LINC02033,292.18899999999996
FOCAD,528.708
AL357315.2,138.685
CELSR3,206.0
AC138474.1,13.0
DCX,233.67499999999998
PIK3R1,2323.5
ZNF23,302.75800000000004
EP400,926.8299999999999
RPS3AP12,44.0
RPL23P8,4.096
RNU6-706P,5.0
SERPINA3,122.25099999999999
AC018653.2,6.0
KBTBD11-OT1,20.0
SORD,456.25500000000005
WDR45P1,23.084
TBC1D29,173.2
AC108206.1,101.0
CCT2,974.433
AC244035.1,15.695
AC022272.1,31.0
MCFD2,5861.825999999999
RN7SL2,1822690.7140000002
AEN,129.0
PFN1,2911.879
MIR3916,0.0
TMEM134,520.9060000000001
AL157832.3,26.0
SMARCE1P5,14.38
FAM239C,332.167
LRRC37BP1,665.051
AL020997.1,14.0
PLAC8,3650.4690000000005
ADI1P2,6.0
RNU6-151P,83.0
AC134511.1,4.0
RN7SKP108,10.774000000000001
AC009269.2,9.0
AC004803.1,198.38600000000002
ZNF595,507.247
AL161782.1,9.0
SNRNP48,873.725
AC144831.1,65.0
CATSPERG,704.8499999999999
AGGF1P6,34.0
PSMA6P3,1.0
ANKRD44-IT1,1996.601
MIR4791,4.0
EBAG9,162.999
AL020995.1,64.759
AL590128.1,7.0
AL121590.1,4.0
OXTR,379.056
AP004242.1,35.743
HMGN2P8,1.022
AC092807.3,70.99900000000001
AC108043.1,6.0
RN7SL771P,15.128
AC069499.2,3.0
MYNN,558.755
GOLGA8UP,18.046
RNU6-906P,0.0
AC021739.1,4.0
RNU2-6P,242.085
TNFSF12,117.0
AC109992.2,207.352
LINC02235,22.031999999999996
ABCC10,395.51399999999995
AL021408.1,23.999999999999996
GMPPB,260.997
AC018554.3,9.184
AC095038.3,7.7
CALML4,242.72899999999998
SPICE1,448.162
AC022469.1,16.0
PTX4,18.0
KLRC2,73.154
NETO2,503.82199999999995
Z93242.2,2.0
PKNOX2-AS1,9.0
AL138825.1,2.0
AC022748.3,1.0
PACRG-AS2,30.0
PAFAH2,404.813
MIR181C,1.0
ZNF886P,9.0
SMIM10L2B-AS1,11.88
PRAMEF31P,43.691
GPX5,78.0
FZR1,194.99999999999997
AL122018.1,18.156
MIR6504,3.0
SNORA7,32.0
REC8,205.99899999999997
MT-TC,1014.0
NRADDP,79.0
AL080243.2,3.3989999999999996
AL356309.3,34.0
SPDYE10P,305.045
RERE,2428.694
VN1R108P,41.0
AL109936.8,255.77900000000002
ST6GALNAC4,118.999
PLCL2-AS1,59.0
CYP2AC1P,37.0
LINC01450,86.0
AC027335.1,13.0
MIR6875,0.0
AL049833.3,89.434
MMP15,47.0
CFAP70,968.283
MIR4502,16.0
AP001604.1,36.0
AC103724.2,6.0
AC020637.1,523.406
AL020996.1,95.476
SCGB1C2,23.218000000000004
SYT4,148.999
GCA,12306.297
BBOF1,316.896
AP000357.2,282.47900000000004
ERICH6-AS1,216.83399999999997
HIST1H2AH,71.271
CCDC114,218.76399999999998
AL353898.3,739.67
FGD5-AS1,2157.862
AC026444.1,32.0
AL357054.4,68.0
AC106774.1,2.0
ZNF420,264.976
CENPS-CORT,30.510999999999996
ANKRD24,81.0
AL390877.1,4.0
ZNF123P,40.0
IGFBP4,34.0
AC135068.9,12.074000000000002
MIR8089,2.0
TUBB3P1,19.0
LINC02055,119.52099999999999
AC012254.5,5.0
AP000866.2,68.389
OR7E15P,29.678
AL022315.1,7.0
CSNK1G1,1459.773
UBE3AP2,61.923
LINC01896,56.0
B3GNT5,1244.447
AC007541.1,32.0
ADSS,952.212
ACAD9,172.994
CMTM1,466.828
FOXD4L4,16.261
TSKS,52.00000000000001
AC032044.2,15.0
STAG3L3,924.948
RNU6ATAC6P,2.0
TAS2R13,75.0
AC068295.1,7.0
ZNF750,69.80199999999999
USP9YP14,17.581
AC095030.1,11.0
AC011825.4,27.198
SYDE1,44.0
UBE2L5P,86.831
AC011676.3,19.0
BRD7P6,43.0
AC011498.1,77.15899999999999
STON2,396.857
ANTXRLP1,53.0
AC092903.1,1.0
USP4,3298.513
RNU7-56P,0.0
RNA5SP49,1.0
MCEE,100.322
RAB29,1006.4630000000001
CENPUP2,278.0
DNAJC27,190.99500000000003
CRYZP2,40.0
RPL21P104,31.0
TNFSF14,695.9469999999999
ZNF560,68.0
AC140113.4,0.0
VDR,555.5710000000001
TEX13D,39.771
CPS1,414.40299999999996
R3HCC1L,358.468
MS4A12,47.999
AC092637.1,20.0
LINC00942,126.73299999999999
MX2,7135.726
RIPOR2,15691.123000000001
MTCYBP39,27.0
AC034198.2,9.0
WNT5A-AS1,3.0
AC026583.1,12.0
LINC01589,11.0
ANO7,89.526
AC026412.3,100.473
AL031282.2,571.73
PAF1,179.99999999999997
TTC37,666.4159999999999
TMEM30CP,28.000000000000004
SPATC1L,40.0
GPR37L1,311.98
HHIP,559.2669999999999
AC007115.1,14.0
POTEB2,35.58
AC018716.1,5.0
LINC01733,719.212
AL627224.1,9.0
RNU4-25P,5.0
FRMPD4,93.0
AC005034.2,14.0
AP005264.3,23.0
LINC01595,77.777
TMEM217,106.042
AC017104.3,172.535
LINC01653,366.958
AC108051.1,7.0
AC073264.4,0.0
AC135048.3,12.0
IGLJ3,21.0
AC117386.1,8.0
MXRA5Y,63.196999999999996
YRDCP1,31.219
MIR3167,3.0
OR10H4,28.243000000000002
IGFL1,23.241999999999997
LDHAL6B,28.0
RNU6-144P,4.0
RAPSN,30.363999999999997
AC027369.6,0.0
VIRMA,1812.326
SLITRK5,868.7439999999999
LINC02502,19.283
CDR1,55.0
AL162591.2,1.0
AC079325.2,106.0
LINC00636,47.0
DTX1,71.0
CRTAP,561.4300000000001
AC133561.4,3.302
FAM224A,0.0
AL023773.2,11.0
AC008443.2,0.0
RP1L1,454.928
WDFY3,12591.801999999998
LMO2,777.0
AC091078.2,17.0
AC007342.5,200.782
PANCR,24.0
KIR2DL1,61.272000000000006
AC087521.4,18.158
AL136985.3,2406.887
AP002906.1,4.0
KRTAP9-6,23.791999999999998
AL022345.3,0.0
AC090515.4,14.777000000000001
NMNAT1P3,28.0
MMP25,2378.666
LRP2,605.895
MTND6P10,40.131
CXorf40A,100.077
TOB2,315.551
RPS7P4,19.948
RPL21P32,20.0
RPL21P135,197.34
AP000842.1,68.346
AC079950.1,31.0
XPO1,5102.0689999999995
AL390728.5,4.162
TRIM43B,42.815
RNA5SP115,9.0
LINC02527,20.0
LINC02270,30.284000000000002
AC006600.2,486.88599999999997
AP005328.1,481.52899999999994
AC125437.1,56.0
MUC21,113.333
AL596244.1,73.0
RNF38,1600.001
VEZT,675.229
MIR193A,0.0
LINC01555,111.95299999999999
SCRN3,1075.902
FTH1P6,1.0
PPP1R7,201.0
AC074389.2,5.0
SULF1,305.171
AP002815.1,2.0
AL035252.1,19.0
RN7SL62P,23.871
RPS29P5,16.516
DYNLL1P3,5.0
AC007182.2,78.52600000000001
AL137783.1,316.062
AC138811.2,6.7860000000000005
LINC02323,10.0
TNKS1BP1,144.99900000000002
RNF181,115.0
AL353784.1,113.495
GHR,515.037
RNA5SP51,3.0
TERF1P1,49.193999999999996
PPP1R14BP3,49.138999999999996
AL356585.4,96.971
RPL7AP25,20.0
TRIM51CP,42.333
USP32P2,608.9689999999999
MC5R,60.111999999999995
AC020922.2,0.0
RNA5SP426,1.0
NUCB1,548.7080000000001
AC013264.1,113.0
AC141557.2,8.571
IDO2,331.683
GM2AP1,8.0
PDGFD,105.0
AC245427.4,2.0
SEC14L2,113.001
SUMO1P1,54.0
SCARNA11,64.0
NANOGP3,1.0
C12orf49,917.037
TUBB1P2,0.0
ZNF502,83.99999999999999
RNU6-140P,3.383
RNU6-975P,2.0
PGAM1P11,28.0
AP004245.1,6.0
SLCO4C1,829.779
HIGD1AP5,3.0
DDX20,299.134
TSR1,286.90099999999995
PROSER1,689.999
LPAR1,254.0
MARVELD3,486.17100000000005
ATP5F1P3,11.035
MRPS21P6,7.0
NDUFA5P5,16.0
ABCD2,208.0
AC079742.1,0.0
AC090541.1,49.0
TRAJ27,1.0
AC034205.1,15.0
GGTLC4P,2.958
AC215522.2,2342.406
KRT8P15,17.0
RSG1,12.0
AL683842.1,72.0
IGHD3-9,2.0
AC145285.2,827.1339999999999
BAK1,280.44100000000003
ITPR1,841.0010000000001
EIF4E2P2,13.0
LINC02098,17.0
KRT18P12,0.0
AC109583.3,22.951
ARL10,1812.332
AC026979.2,177.803
SLC2A13P1,8.0
RNU4ATAC15P,1.061
C21orf33,25.576
SNORA77B,34.859
MIR548A3,4.0
MIR199A2,0.0
AGAP2-AS1,9.89
AC009234.1,16.489
AC109780.1,32.02
LINC02464,17.0
ARHGAP44,331.197
AC108039.1,16.0
MYO7A,249.40200000000004
TRIP10,61.035000000000004
SMLR1,76.0
AC023632.4,6.0
LINC00384,141.894
AC090181.2,38.0
AC026120.2,6.266
PDLIM1P2,26.701999999999998
AC109779.1,95.001
C1DP1,49.019
AC013286.1,18.0
FAM35A,259.503
LRRC29,52.001
MYO9B,2052.974
RNA5SP390,1.0
RALGPS1,443.92999999999995
Z93022.1,43.0
KIAA0408,147.649
AL359378.1,5.346
AC016717.1,4.0
AC034226.1,10.482999999999999
MIR1236,1.975
MIR4686,1.0
MTND5P2,141.0
E2F4,274.435
AC006063.1,44.0
AC002511.2,60.016999999999996
AC005304.1,6.0
AC067817.2,171.50900000000001
AC021678.3,1.0
RN7SKP237,15.562000000000001
EP400NL,808.1490000000001
TPRX2P,15.487
NATP,37.0
BIN2,2347.613
AL513321.2,224.457
LINC01768,14.0
BNIP3P38,23.0
AC004066.1,6.0
IGHJ6,0.0
AL591034.3,14.0
AC068587.8,0.0
RN7SL307P,22.888
GAPDHP67,3.0
AC068196.1,55.228
C1orf141,201.179
IKZF1,3933.762
CST2,16.0
ACADL,183.127
PIGFP1,13.38
ASH2L,2096.953
C5orf66-AS2,25.133
UQCRC2,1166.84
UQCRH,200.208
PIDD1,177.29999999999998
DPM2,399.417
AC018511.2,1.0
MANBA,3550.066999999999
ERAP2,1939.9460000000001
AC093875.1,15.0
MALAT1,751761.0
PPP1R3A,138.0
STC1,163.06900000000002
MRPS22,549.498
AC069287.3,267.632
RPS2P7,15.408
AC015914.2,5.0
TMEM27,36.0
RNU6-665P,0.0
NCLN,133.0
TSPEAR-AS2,178.477
EFCAB6,581.437
AC016925.1,4.041
ZHX1,486.768
ZNF134,275.944
AC097478.1,2283.4489999999996
AL591379.1,640.2969999999999
AC055758.2,41.0
AC006006.1,3.0
CDV3,2154.644
AC007610.3,22.471999999999998
FAM99B,17.265
AC092132.2,34.0
PI4KAP1,181.334
C18orf8,559.988
AC007308.1,49.777
GAB4,0.0
YBX1P8,11.0
AL136295.7,3340.653
LEPR,1246.926
OR4A19P,42.555
AC105389.2,12.0
MIR4672,2.0
LINC00347,175.519
AC023403.1,42.0
NR1H5P,35.0
UBE2D3P2,53.581
MIR6819,3.0
AL390866.1,17.0
MYOZ2,106.0
DCLRE1B,200.0
AC073052.1,94.0
GMPR,533.473
AP001464.1,62.123000000000005
LRRC14B,11.0
TACC1,4329.4220000000005
SLC35E2B,950.5089999999999
TRAF3IP2,728.2839999999999
MIR7113,0.0
GPHN,239.525
MIR548F2,29.688000000000002
MOXD2P,72.0
AL023284.2,7.0
AC009159.2,18.0
OR7D1P,10.0
PSAP,13401.001000000002
HMGN1P10,85.396
ZNF781,150.953
ACTR3BP6,0.0
RNU6-269P,3.0
ITPKC,84.0
LAS1L,110.0
CYP1D1P,55.0
AC108082.1,7.0
MKL1,978.57
AC016769.2,14.798
RN7SKP180,14.693
GAPDHP75,10.0
RMST_9,6.671
WTAP,1973.3239999999998
AC083795.1,13.0
HERPUD2,1459.0769999999998
AL138775.1,27.0
CAPN1,770.1440000000001
EIF4BP4,91.0
CST9LP2,5.0
C12orf74,40.0
LINC01250,131.053
AL512590.2,0.0
AC092017.1,9.296
TMIGD2,39.159
PLA2G2D,291.883
MLIP,302.972
LINC00440,46.044
LINC02177,645.243
ARNT,1612.4920000000002
AC135178.5,45.095
FGFR1OP2P1,10.0
SNORA66,182.0
PXN,1946.5589999999997
AC079601.1,67.75
RNA5SP197,4.0
MRPL32,179.199
LINC02291,92.904
AC211486.1,69.575
VAT1,133.0
AC021451.1,32.0
RPL21P16,700.018
PBXIP1,427.00000000000006
ZBTB20-AS2,0.0
CCL21,11.0
MIR3924,7.0
OR4C46,15.502
SNORD115-1,0.0
AL359644.1,190.0
NPM1P42,13.0
MIR520F,3.0
DCAF13P3,74.0
RNU6-107P,23.6
AC096577.1,41.998999999999995
TLX2,35.0
CCIN,23.0
LINC01133,620.943
AAK1,4541.044
RN7SL131P,256.709
SNORD116-10,0.0
AL049637.2,15.0
IFNWP15,6.396
AC093325.1,9.0
APOBEC3B-AS1,534.8380000000001
PCAT4,105.0
PLCL2,1569.999
ANKRD46,302.279
SNORD93,5.0
AC000123.3,1174.474
AL603839.2,17.85
AC090739.1,71.0
AC009432.1,68.08800000000001
TFAP2A-AS1,44.00000000000001
AL157902.1,26.0
BLOC1S4,97.765
RPL35AP15,2.0
MLLT11,610.73
LINC01013,227.562
CA3-AS1,46.999
TRAV20,16.0
AC011530.1,0.0
SF3B2,1139.212
OR2A7,109.445
IDSP1,25.483
CYCSP45,2.305
AC011498.3,8.0
AL021707.8,14.0
RHOQ,1829.863
AC025887.1,9.0
FAM83C-AS1,15.0
AL121994.1,11.785
SI,207.0
SF3A3,435.854
AL031009.1,109.51700000000001
OR2B7P,12.0
AC068733.2,50.0
RPSAP36,164.033
MRPL57,359.017
AC105399.1,3.0
AL139100.1,2.042
AL591926.7,8.09
GFI1,66.0
AC099654.10,22.0
FAM35CP,162.416
AC008687.1,2.963
RNU7-187P,4.0
MIR765,2.0
AC002551.1,114.177
COMMD3,278.217
TUBB8P11,10.637
RNU6-713P,1.016
AC016722.3,259.126
MTND2P3,4.0
SMC4,947.299
ETV4,101.23
AC007537.2,14.062999999999999
TMEM161A,66.26499999999999
PPIB,599.684
TNIK,469.99899999999997
AC108199.1,8.0
AC096996.1,3.682
AC092326.1,1766.9379999999999
PTP4A1P5,1.0
TSPAN16,275.315
CYP2A7P1,15.199000000000002
PCDHA7,31.894000000000002
AP003973.1,11.0
FLJ30679,174.32299999999998
EEF1A1P3,267.267
AC012435.1,1483.226
ASMT,104.833
GAPDHP17,7.0
MIR4428,10.0
PNMA5,27.0
GFM1,795.508
ZNF583,458.49299999999994
VN1R10P,25.0
GPR137,161.021
METTL17,401.705
AC061999.1,8.0
MTATP6P24,30.0
AC092490.2,6.0
ELOC,4021.174
AL954650.1,162.955
AL118508.4,289.0
PSPH,283.635
SETP15,3.0
F12,28.999
STK24-AS1,36.0
TUBBP1,23.522
COIL,224.366
RGS13,389.23199999999997
AC007349.4,28.0
AL391262.2,26.0
NT5C,47.854
AC239798.1,21.195999999999998
RNASEH2C,108.85600000000001
ACAD8,555.236
FAM60BP,25.772
PWWP2B,35.0
AC012615.6,36.301
AQP9,12531.005000000001
AC117944.1,20.0
AC008764.8,209.328
PARP4P1,33.961
ACTG1P19,9.006
DNM1P51,611.123
NT5DC1,380.13800000000003
EXOGP1,20.0
AC099796.1,36.0
LINGO2,73.0
C12orf77,521.943
ZNF507,822.3969999999999
RGS9BP,24.0
MIR1253,1.5
C3orf67,348.40500000000003
LINC01566,125.261
AP005482.2,30.991999999999997
AC020765.2,14.892999999999999
GUSBP3,1269.286
EIF3LP1,28.131999999999998
BNIP3P34,1.0
LINC01671,487.349
LHFPL4,111.0
AC092375.2,49.201
AC233263.1,3.174
HAR1B,36.0
RAB9BP1,14.0
SZRD1,612.736
LHX1,55.00000000000001
RNU6-437P,4.0
BORCS8-MEF2B,33.274
AC016734.1,4.297
AC007066.1,25.359
PRSS46,30.0
CCDC175,104.492
SNORA1,131.51
RNU6-283P,5.0
PACRG-AS3,116.0
SNORD67,331.0
RPL30P15,5.0
AC107421.1,4.0
RNU6-946P,17.0
LINC01125,844.8059999999999
AL117336.1,8.0
TMEM52B,234.426
AL357874.2,110.61399999999999
IPO4,82.532
SCARNA12,315.388
AC055713.1,2481.768
RPL21P65,10.075
CHL1,351.72
MPDU1,278.842
PATJ,772.446
AC004080.1,12.0
AL589743.2,0.0
EIF4EBP2P2,3.0
MAGEB6,27.906
AL627230.2,323.11
ZNF878,44.0
RPEP2,33.0
AC134775.1,201.549
URGCP,343.389
ANKH,1655.952
POLG,291.462
MIR519A2,0.0
AC187653.1,0.0
AL031708.1,334.142
RN7SL170P,30.885
LARP1B,572.439
MIR106B,0.0
RPL31P54,1.0
LINC01164,58.0
AP003497.1,12.0
CCNH,1808.702
RNU6-64P,2.0
AL357055.3,485.61400000000003
RSL24D1P11,10.439
STON1,327.305
RN7SKP235,11.0
BANK1,361.77200000000005
RNU4-37P,5.0
ZNF619,551.522
RNU6-5P,4830.795999999999
AL353133.1,6.0
AC087163.1,4.0
NIP7P2,16.0
ZNF726,555.117
AC093083.1,14.0
TRMT61A,45.0
CKS1BP3,3.65
RNA5SP180,85.727
AC108022.1,12.349
AC021006.2,27.999999999999996
AC004067.1,36.0
AL645937.3,22.0
AC106760.1,0.0
AC083982.1,3.0
EDNRB,159.0
RNU6-296P,3.0
SAMD11,28.54
AC090181.1,9.322000000000001
SDR42E2,50.0
RNA5SP421,2.0
METTL15P1,39.69
NHP2P1,9.482999999999999
NNAT,100.0
MIR3165,1.0
BASP1,2555.708
LINC01647,531.757
RNA5SP416,0.0
RNF212,339.141
BNIP3P41,119.0
AL022100.2,0.0
AL353732.1,24.0
VTRNA3-1P,3.003
CHCHD2P6,5.867000000000001
TOGARAM1,801.064
EIPR1,176.99900000000002
MTHFD1P1,37.503
RBPJP5,92.234
AL161729.1,16.0
AL136298.1,83.78099999999999
BUD31,393.41100000000006
SWI5,51.998999999999995
FNDC3CP,14.0
DCUN1D2-AS,21.0
AKAP17BP,38.0
IL9R,42.965
AC040934.1,28.535999999999998
RPS26P5,23.0
CNIH3,557.766
AC079355.1,1.0
RNA5SP496,12.0
SLC17A7,422.40599999999995
RNU6-1041P,8.081
TBC1D9B,372.00200000000007
AF001548.3,276.844
AL352977.1,7.0
AC090049.1,53.028
CLMAT3,53.259
AC008505.1,339.019
TEX261,291.635
CNOT7,1540.715
AC025423.2,331.565
FBXL4,2242.576
CCL24,11.0
APOM,122.926
AC007365.3,35.0
snoU13,181.797
FTLP16,3.0
EXOSC4,69.037
AC093159.2,17.0
AC125603.1,1.0
GNA13,4173.966
MT-TR,361.0
TTC9C,425.02
CCND2-AS1,8.0
AL606760.4,8.0
AC104634.1,13.0
AC112693.1,69.887
RNU6-512P,3.051
LRRC71,39.0
AC242628.1,18.0
UBA6-AS1,1471.2120000000002
AC013472.3,20.14
AP001972.5,320.91200000000003
GPR39,37.43900000000001
AC090543.2,23.941999999999997
MYL6P5,16.0
AC093458.2,20.134
GPR119,14.0
SLC25A36P1,12.0
PTGER4P3,0.0
AC019080.5,25.0
GREM1,1846.4879999999998
AC121764.3,3.0
AC022790.1,10.0
C20orf204,62.0
STX6,1350.1779999999999
AC044798.2,30.0
AL451044.1,5.0
MTERF4,585.195
AC011676.5,174.72799999999998
CRP,65.0
AC012651.1,203.201
AC005523.1,6.0
COL1A2,575.5210000000001
AL355376.2,8.0
DHRSX-IT1,68.343
AL157387.1,5.0
AC027607.1,34.0
MIR4633,0.0
AC113189.6,87.0
ZNF510,226.0
LINC01332,10.0
MAGEB18,19.0
AC114492.1,6.0
AC024230.1,51.756
AC027796.5,87.45299999999999
RNU2-66P,85.0
RN7SKP90,9.158999999999999
CYCSP32,10.107000000000001
LINC01702,104.94500000000001
AC089983.1,46.0
OR10H1,2087.4519999999998
MTND4P12,91.62299999999999
JKAMP,991.41
SUMO2P12,2.0
WDR91,470.28800000000007
PRKAR1A,12498.677
NDUFAF6,631.0130000000001
AC019109.1,108.89299999999999
AC010503.1,0.0
AC012366.1,3.193
AL354714.5,10.0
AC007631.1,8.0
LINC00221,1093.083
LTN1,1553.0
APCDD1,167.392
RNA5SP455,17.86
MCEMP1,1721.0
AL136141.1,213.235
ZNF112,123.00199999999998
TMEM26-AS1,7.0
AL161719.1,5.0
TNFSF13,521.001
NDUFS8,374.476
TUBB8P2,20.0
ARHGAP25,3240.2569999999996
RN7SL353P,171.676
DUTP7,14.0
AC084357.2,111.08200000000001
AP002770.1,0.0
CCNC,824.1179999999999
HIST1H4H,628.085
C11orf71,144.0
STK36,253.999
RLN3,9.652
FAH,357.15799999999996
TXNDC12-AS1,15.0
NAA38,100.57499999999999
PPP2R2B-IT1,6.0
ENTPD2,31.0
TTC28-AS1_4,0.0
ALX4,79.0
RNU6-39P,13.488
AC087441.2,29.0
TPGS2,1720.7949999999998
AL117382.1,41.775
AC112229.1,58.667
AC022616.4,15.0
RN7SL861P,17.796
LINC00492,11.0
AC022106.1,8.0
CYP2C56P,7.0
RNU1-125P,0.0
LINC00487,87.0
AL353770.4,110.928
SELENOS,180.0
AGPAT3,1095.388
AL161896.1,0.0
AC024270.3,0.0
FGF7P3,182.82
BX510359.4,1.0
AC026202.2,34.681999999999995
AC092447.9,4.746
AC092658.1,60.0
SELENOW,991.2240000000002
AL158801.2,11.0
SLC25A46,952.0020000000001
WHRN,133.088
AL158152.2,13.0
ATAD3A,17.512
AC104012.1,126.426
PLEKHG3,1027.109
IGHD4OR15-4A,0.0
AC096632.2,24.0
AL034399.2,221.451
RPL15P18,0.0
AC106734.1,5.0
LINC01848,10.0
AGMAT,334.73900000000003
AC025183.3,33.0
hsa-mir-548d-1,77.329
OR6K2,31.0
AL031687.1,37.0
TAS2R1,46.0
AC005041.3,25.0
MIR5581,1.0
SLC37A2,697.057
AL121992.2,12.0
AC017002.1,242.92700000000002
SLC35F2,149.457
HTR6,19.0
E2F3P1,45.0
DUX4L18,45.675
SNRPEP4,16.269000000000002
NFASC,603.0079999999999
AC013470.2,322.777
WDR82P1,12.386
CDC42BPA,739.001
RPL29,566.003
IGHV3-23,26.674
PAQR9,168.0
PLCE1-AS2,136.00099999999998
ZNF670-ZNF695,1844.0330000000001
POU3F4,53.0
AC009090.4,36.803000000000004
RN7SL720P,18.0
AC097381.3,13.0
GUCY1A3,271.00100000000003
MRGPRE,8.0
AC022069.1,24.0
MIR151A,1.0
MYL6,2706.1769999999997
AC005789.1,0.0
AC024559.2,9.0
NPAP1P4,64.0
AP004247.3,8.0
AC093166.4,3.0
AC245187.2,32.573
HECW1-IT1,69.0
AC139712.3,199.30200000000002
TSSK5P,11.0
ANKRD60,14.0
RAP1GAP,67.999
AC004076.1,121.27399999999999
AL033519.1,91.0
SELENBP1,1093.02
FOXJ2,1134.3200000000002
OR4N3P,5.228
PTP4A1P4,14.0
VCL,2580.0480000000002
Z93930.3,14.0
