gene_name,HH001_B3_SA_S3
KRTDAP,2.0
AP005264.3,13.0
LINC01951,31.0
ZNF730,46.025
RN7SL502P,32.830999999999996
FAM47E-STBD1,109.95
LYPLA2P2,0.0
AMMECR1LP1,4.0
TLE6,10.0
MTND2P24,9.0
AL049569.1,3.0
ATP2C2-AS1,38.836
SLC9A9-AS2,16.0
RNA5SP351,0.0
REEP6,4.0
FATE1,0.0
RNU6-170P,2.0
AL513548.3,89.389
SLC9A6,459.31199999999995
UBXN6,1108.766
RN7SL351P,144.22899999999998
RNU6-857P,2.0
LINC01927,5.0
LINC02231,2.0
AL031731.1,148.265
AC009336.2,0.0
SNORD115-7,0.0
ACKR2,565.488
RNU6-34P,9.4
AL117339.3,0.0
RANBP3L,15.0
AC027801.2,65.71
RN7SL430P,47.0
MTND2P17,3.0
CTRL,9.353
LINC02357,17.0
CAPN13,58.812999999999995
AC073389.2,17.054
RNU6-430P,28.0
AL022157.1,12.0
RNU1-82P,130.846
PTPA,266.779
AC025272.1,0.0
AC004706.3,580.2370000000001
NMT1,401.11899999999997
AC073578.2,2.0
SNORA9,534.784
AC139493.2,5.3260000000000005
SLC36A1,2352.8399999999997
NEDD1,249.99900000000002
AP3S1,842.385
POTEH-AS1,26.186
AC005253.2,0.0
AC010332.2,8.0
CATSPER4,5.0
PLA2G4B,132.053
MARCKS,2051.0
SETDB1,1049.96
AC009237.13,1.0
GATAD2B,2536.485
KRT8P3,36.925
MGAT4D,8.0
NTAN1,531.563
WDR45B,498.706
HIST1H2AJ,942.51
RNU6-456P,1.0
AC109458.1,2.0
MIR326,8.0
B4GALT1,2582.453
AC079610.3,0.0
AC005495.1,2.0
ADH6,19.0
RNU6-564P,0.0
NPR2,29.081999999999997
AL132719.1,5.0
AC013356.2,3.755
BRD7P2,17.051
ADCK1,108.532
C14orf177,3.0
OR10K1,1548.35
ELMO3,34.0
WISP1-OT1,0.0
AC051619.7,372.722
PTBP2,1250.19
NIP7,307.564
AC073592.8,1.0
DEFA11P,1.0
ATXN1,4726.0
SLC12A6,12839.073
AC004448.3,5.0
MMP26,2.0
CACNA1G-AS1,4.0
RNU6-397P,1.0
AL136531.2,72.029
SNORD115-6,0.0
IGLJ4,0.0
RAP2C-AS1,270.094
KC6,35.195
RIMKLB,356.24000000000007
AC121334.2,0.0
AC068228.3,0.0
AC006330.1,463.589
AC009086.3,83.93
MIR922,0.0
AC022916.2,12.084000000000001
RMST_8,1.0
NFIX,1074.6740000000002
CLDN1,14.0
AC025062.1,2.012
PEBP4,4.0
AC087341.1,5.0
AP003108.4,248.40599999999998
RBBP4P4,4.5
OR10J3,2.0
AC092807.3,18.604
AC110743.1,4.0
FABP5P2,2.544
TRIM60P8Y,0.0
USP17L23,0.0
GPR155,2583.4979999999996
IGHV1OR21-1,2.259
AC009567.1,0.0
RPL7AP73,0.0
AL163973.2,0.0
AC025574.2,3.0
AC004837.1,0.0
AL845331.2,1.051
GK3P,197.34
FRMD5,64.00099999999999
RALGPS2,1295.482
AC140847.2,16.427
AL117339.4,91.705
CASR,717.7160000000001
RNU6-528P,0.0
MIR1302-2HG,1.185
HLA-J,42.160000000000004
AC078865.1,6.0
CICP7,17.273
LINC01259,44.111000000000004
AL357054.1,9.0
AC002540.1,23.0
AC010970.1,3604727.537
AC132825.8,1.0
LRP8,209.41899999999995
AC243972.3,0.0
AL137918.1,17.070999999999998
AC060771.1,0.0
AL356867.1,0.0
NAP1L4P1,116.12200000000001
TRAPPC12-AS1,29.0
AC010735.2,1.0
MIR5006,0.0
ZDHHC18,3919.0
TNS1,4442.462999999999
AL359706.1,1.0
LINC01922,110.561
SLC32A1,3.0
AL358473.1,161.351
AC096632.2,3.0
CLPTM1,186.0
AC116535.1,340.55400000000003
AC006372.1,7.0
TUBE1,442.0229999999999
AL603839.3,51.336999999999996
AC139795.3,4.0
AC104758.3,3.402
AC093903.1,1.0
TP53I3,144.858
AC009063.2,5.0
HDGFP1,14.300999999999998
ANO3,26.000000000000004
PRPF31,34.631
NUDT4P1,390.684
AC079341.1,2163.923
KIAA0391,1157.149
LINC00114,129.82299999999998
RNU4-75P,4.0
TMEM170B,3447.072
HBZ,2.0
AC007938.2,135.906
NRGN,239.00000000000003
FKBP1AP2,2.0
EMP1,129.148
RN7SL622P,360.14099999999996
AC244472.4,5.0
AL513329.1,91.33
VN1R38P,8.0
NDUFA5P3,0.0
AC012569.1,107.0
AC092473.1,2.0
AP002782.1,0.0
TM4SF5,1.0
AC083939.1,0.0
LINC00504,18113.631999999998
OR52X1P,8.0
RB1CC1,1733.0000000000002
CICP4,30.250999999999998
ZNF441,336.913
CH25H,6.0
AC087164.1,231.131
AC091059.1,16.215
AP002365.1,17.0
C11orf68,54.0
NFKBIA,782.9989999999999
AC108866.1,250.71699999999998
AC004877.1,34.336999999999996
KRT72,5.0
TBC1D3P7,0.0
C2orf69P3,4.0
AL513122.1,2.0
AC087645.4,0.0
RHOT2,108.99999999999999
GLRA2,15.077000000000002
SREK1IP1,508.815
GPD1L,178.001
MIR365B,2.0
RPS21P4,13.618
AC020910.6,56.726000000000006
PRELP,302.341
PRKCE,174.261
IL22RA2,5.0
PRR3,419.13100000000003
GTF2H5,498.01599999999996
KLRC4,7.462000000000001
TMEM119,198.69
MT4,0.0
AL596245.1,0.0
AC100839.1,37.378
AC013733.2,1.0
AC118942.1,6.0
RPL21P112,7.0
AL691517.1,1.0
MX1,693.6080000000001
AC008750.6,2.0
DDX11,217.688
RANP2,0.0
PRSS22,6.0
AL390840.1,2.0
AC233263.6,227.855
AC004522.2,2.0
TRGJ2,6.0
Z93930.2,174.848
AL591767.2,3.0
COPS2,1033.4569999999999
AC117422.1,1.0
SORD,265.54999999999995
LINC01565,19.823
LINC01728,1.0
TSPAN14,4204.039
AC073539.1,67.117
IGKV4-1,941.154
NOX5,286.078
AL445669.1,7.0
KNOP1P1,0.0
RBMY1KP,0.0
AC016813.1,2.0
FAM69C,18.0
SRF,111.0
AP000790.1,0.0
Z95114.4,338.235
NDUFA12P1,2.0
RNGTT,470.423
TMCC3,1259.455
MSANTD2,155.0
MTND2P33,1.0
NMI,638.883
MIR7153,0.0
COX6CP11,0.0
AL121672.3,19.0
AC114763.1,126.83500000000001
AC092839.1,1.0
AOX3P,19.0
AC009975.2,127.52
COX10-AS1,698.2470000000001
GRB14,17.0
GGCX,1116.419
DIABLO,533.662
RNA5SP214,0.0
AC245517.4,1.0
AC073488.9,11.686
DCHS2,154.24699999999996
SPECC1L,196.942
FABP1,7.0
KLHL21,1195.898
TSPY2,0.0
DCST1,10.269
EPC2,1280.999
TSPAN13,123.0
ZSWIM6,760.0
RPL7P23,3.516
GABBR1,1028.001
AC006504.7,1.133
RNU6-418P,1.0
RNU6-668P,1.0
TRAV27,3.0
ELOCP16,0.5
AC244093.5,18.0
AC048341.1,2.0
AC083863.1,1.0
AKR1D1P1,13.0
AC004828.1,3.0
COL17A1,395.999
DNAJC25-GNG10,1620.1779999999999
SNORD15B,5047.0
APLF,218.19299999999998
HMGN1P8,7.0
OR7E161P,1.052
AC007598.3,88.917
IGHV3-53,56.659
ABCD2,147.0
AC019084.1,0.0
LINC01981,18.0
AL391987.2,14.965
RNU6-266P,0.0
C6orf136,123.999
TMEM38A,181.147
COL26A1,3.0
AC013565.1,2.0
CR383656.13,0.0
RNFT1,637.107
AC106820.2,304.05400000000003
AC020661.1,26.0
LINC02311,3.0
AC024132.3,2.0
MIR4472-1,0.0
AC006455.7,0.0
AC124798.1,63.117
SRD5A3-AS1,547.476
BORCS8,1552.659
AD000091.1,0.0
FAIM,125.651
AC133561.4,0.0
AC010136.1,3.2
AC010978.1,182.285
RNU6-964P,1.0
RNU6-795P,54.0
PPIAP32,0.0
BX284656.1,2.0
NMTRS-TGA3-1,0.0
COL5A3,15.000000000000002
P3H3,38.501000000000005
MLECP1,1.0
AC024592.3,59.51
AC104063.1,2.0
AL391262.1,95.42299999999999
AC060766.3,0.0
HLA-DQB1,128.223
AC078927.1,9.253
PDE10A,720.152
AL138881.1,4.0
AL450346.2,0.0
STK33,1352.015
AC010525.2,4.846
RBP4,7.0
KIF5B,1900.0
CDKN2B-AS1,633.221
ZNF608,500.0
AC127029.1,2.0
NLRP9,7.211
AL138828.2,0.0
AC069213.2,0.0
AP001858.2,0.0
AC137723.2,3.0
AC008734.2,4.0
RN7SL583P,17.56
RBPMSLP,89.0
CAST,1428.451
RN7SL105P,31.0
NOL8,278.289
MTATP6P16,4.0
LINC00448,5.0
AC025279.1,367.411
TFIP11,348.57899999999995
AC124944.1,46.441
C10orf113,0.0
AC022400.4,6.0
AC110760.3,1.0
AC015795.1,9.0
AC093390.2,4.0
AC006019.2,2.7239999999999998
NFE2,1741.999
LINC01470,58.016
LINC01678,19.0
AP000533.2,6.874
AC139768.1,647.305
SUMO2P3,1.047
RNU6-1103P,1.0
RORB-AS1,28.159000000000002
AL160291.1,5.397
AL159987.1,1.0
AL137067.2,0.0
RNU6-640P,10.0
YPEL5P1,2.0
PPP1R27,13.777000000000001
RPL39P39,0.0
AP001107.8,0.0
AF015720.1,13.0
AKAP6,280.246
TNIK,268.999
BHLHE22,7.0
BNIP3P28,175.247
AL929601.3,2.995
AC122138.1,1.0
LYZL1,1.138
KLHL2,2000.443
CLPP,113.05600000000001
AL109918.3,1.028
ZNF878,28.0
RNU6-74P,1.504
RNU6-286P,0.0
AL356235.1,803.5830000000001
NBPF5P,4.474
OR52M2P,14.0
AC068547.1,0.0
ITIH2,28.0
ETS1,2689.894
MIR3689E,0.0
AC099511.1,1.0
SNORA70B,9.0
ZCCHC13,1.0
AC105277.1,11.0
BST1,1577.716
RN7SL57P,53.178999999999995
POC1B-GALNT4,53.449
ZNF227,177.439
AL353747.4,223.398
KRTAP10-8,1.0
B3GALNT1,57.86
KCNE1,463.903
AP003025.2,42.507
APRT,44.0
AC005702.2,1.765
ETAA1,77.0
AP000977.1,783.819
AL356020.1,16.0
CCDC28A,257.448
TRPA1,24.79
AC109992.1,61.062
PMS2P1,80.891
HNRNPA1P47,4.0
CCNA2,53.12
CHPF,14.0
RNU1-62P,49.0
AC092135.3,125.0
RN7SL788P,8.027000000000001
AL359979.2,5.0
AP004290.1,211.018
AC246785.4,1.0
CYP4F2,123.55399999999999
CYP3A52P,2.0
AL161733.1,1.0
AC084337.1,25.0
AC011270.2,8.0
MIR4642,1.0
MAGED4B,15.117
RPS3AP44,9.017999999999999
TPM4,970.189
FMO8P,6.0
KRTAP12-4,2.0
AC008507.1,23.0
PDS5B,1323.843
AC092807.2,1.0
AC117460.1,2.0
RAD17P1,9.0
AL358394.3,33.79900000000001
PHBP20,2.0
AC091544.3,25.804000000000002
AC025809.2,85.0
LINC02349,4.0
RNA5SP510,1.0
AP003168.2,35.369
MPZL2,516.73
AL162511.1,53.893
DDX19B,159.48399999999998
AC027307.1,0.0
AL353689.1,3.0
ZFYVE9P1,2.104
HOXC6,8.014
MROH6,40.001
AC137590.1,0.0
CLSPN,154.23499999999999
AC133561.1,14.606
ZNF280B,172.611
ESPL1,181.95
ARL6IP4,55.809
DENND4A,3825.4880000000003
AL161722.3,4.0
AC025174.1,1.0
TRAJ39,8.0
AC011503.1,50.969
LEAP2,138.60199999999998
AC103988.1,8.061
AC011333.1,0.0
AC027419.1,4.0
RN7SKP290,6.0
MFSD3,6.0
HRCT1,0.0
AC011416.1,1.0
AP000842.2,1.0
AC002551.1,104.697
AC027369.5,1.069
AC140912.1,5.0
CRTC1,75.001
AC016907.2,569.85
MFSD14A,642.517
HOTAIRM1_3,0.0
AC068512.1,70.533
AL031282.2,833.325
COASY,165.26800000000003
AP001505.1,1.0
RAB42P1,4.0
LIMA1,109.71700000000001
BX284668.5,20.559
MSANTD3-TMEFF1,16.328
AC126177.8,13.0
AC092378.2,2.0
AC008629.2,0.0
AC006338.2,0.0
PKD2L1,10.0
KLK12,9.0
MIR4764,0.0
AC009643.1,0.0
BANF1P5,0.0
RN7SL700P,29.0
RNY4P30,0.0
RNA5SP161,43963.569
FBXO10,66.0
NACA,689.7189999999999
FAM209B,27.660999999999998
AC007568.1,3.0
AC090337.1,34.096
AC024909.3,92.93799999999999
ARPC5,11070.915
AC008761.1,1.891
MDC1-AS1,0.0
FZD3,418.995
TRIM26,298.999
KDM2B,560.003
AC003666.1,4.275
AC006499.7,3.0
TSEN2,483.30199999999996
HSP90AB1,403.48699999999997
LINC00430,9.0
RNU6-159P,0.0
ATP13A5,36.288
FBXW9,5.0
DIO2,46.678
LINC01803,8.0
AL356481.1,121.792
PRAMEF29P,3.346
HNRNPA1P21,6.018
AC011473.1,26.0
ARMCX3-AS1,1.103
AL031599.1,5.0
MTND5P20,0.0
THAP12P4,6.0
HARBI1,176.598
LYSMD1,232.00000000000003
AC026826.3,0.0
AP002472.1,0.0
RNU2-39P,3.0
SNORD14A,118.0
AC073862.2,5.107
AP004289.1,256.0
BTF3L4P3,1.093
CLEC4C,119.219
RTKN,18.0
RNU6-1237P,21.0
RNA5SP127,1.0
PRAC1,4.0
AC100773.1,3.0
FRG1CP,87.823
RAB8A,466.287
AC105137.3,15.0
JADE2,278.99899999999997
TEX36-AS1,13.0
AP000322.2,74.938
KLRG2,2.0
BX248409.1,5.039
AC009511.2,0.0
LINC00533,0.0
AC009133.3,496.561
AC007608.3,487.051
SMIM9,1.0
AP4B1,464.022
AL158071.4,305.248
OR6C1,5.0
AC093909.1,34.619
LINC01902,678.675
ABHD17AP5,2.051
RN7SL5P,587.972
AC099522.2,6.0
NEBL-AS1,0.0
AL512785.2,0.0
AC104781.1,4.0
AC073410.2,5.0
AC016724.1,0.0
OR5D14,3.0
AL033527.5,45.24999999999999
IGLV5-45,23.836
SUMO2P7,1.0
USP17L3,1.129
SLC38A1,1724.4679999999998
AC110741.1,0.0
OXER1,77.0
MIR4290,0.0
MIR548AM,0.0
AC092681.2,23.276
MTMR8,15.0
SNORD121A,6.0
ZNF233,433.51
CTSF,9.0
CST9L,4.0
AC093297.3,221.782
AC048338.2,77.0
TRIM75P,5.0
OR10A3,152.57399999999998
GLTPD2,1.0
ACSS2,685.844
GS1-279B7.1,83.263
SMURF2,914.27
BPIFB5P,2.0
ETF1,685.092
CRYBB3,2.0
TAB3,1892.865
AC140113.4,0.0
CEP55,22.101
AL645820.1,286.841
PIP5K1A,1121.059
SLC22A13,40.0
EIF2AK1,2500.652
GAPDHP62,3.485
AC127526.5,5.853
MIR1243,0.0
AC091390.3,17.724
AC022390.1,2.0
MIR4740,0.0
AC091390.2,3.696
AL122126.1,4.0
AL161668.3,58.25899999999999
SIN3A,1191.918
XXYLT1-AS2,28.0
AC013472.3,0.0
SMILR,3.0
RNU6-329P,2.0
CFAP161,23.0
AC096661.1,6.0
LINC02176,65.921
HNRNPA1P72,2.0
MMP23B,4.0
ACTBP11,2.002
AC084116.4,0.0
KRT77,15.0
RPL30P15,0.0
AC025252.2,2.0
AC125257.2,12.544
SMC5-AS1,47.0
HSPB3,0.0
LINC01428,0.0
GALNTL6,24.0
EIF1AX,601.08
UPP2,31.214999999999996
POGZ,1653.243
AP000997.1,11.300999999999998
KIR2DS4,14.614
FGFR2,200.157
AC068867.1,0.0
RN7SL497P,0.0
AL096814.1,0.0
LINC01500,3.0
PTGR2,587.393
MAP3K1,2642.4809999999998
C11orf21,603.0
AC133141.1,2.0
AC019193.1,12.0
LINC02200,3.9999999999999996
AP003355.1,0.0
ARHGEF16,4.0
AC034102.7,6.314
TRIM13,2185.0280000000002
MIR5682,0.0
AC087501.3,222.58900000000003
MRC2,39.364
PRDX3P4,1.0
CYP11A1,11.611
HM13-IT1,37.025999999999996
IGHJ3,22.0
AC073941.1,16.0
AGBL5-AS1,2.0
AL121892.1,3.0
AC025524.1,1.0
PPP1R42,41.33
C16orf46,3.675
OGDHL,16.0
SNN,899.395
LINC02240,29.0
AC090912.3,4.0
BTK,290.0
AC023078.5,6.0
AL035461.1,8.0
ZSCAN4,56.051
LINC01318,46.325
LINC01634,99.387
AC079355.1,0.0
RNU6-280P,0.0
AL359195.2,119.448
GDF1,6.72
ANAPC1P1,25.204
AL136295.3,0.0
MTRNR2L11,11.357000000000001
BAZ1A,2217.4900000000002
GPHB5,3.0
PMAIP1,459.0
SEPT4,184.445
AL161740.1,22.419
CHD3,662.0
AC036108.2,7.101
WBP2,1690.1929999999998
GPR61,29.0
CEBPB-AS1,845.635
KANSL1L,1480.902
AC010493.1,0.0
LIFR,47.13700000000001
CD7,32.0
ZMAT1,355.33900000000006
PRELID3BP8,1.0
AP005019.2,1.0
MT1E,5.0
SLC38A7,382.49300000000005
SPATA31A7,113.57500000000002
CPM,762.248
AC069540.2,1.0
AC107983.2,1718.791
SHANK3,17.0
EXT2,290.63800000000003
INO80B,44.0
ARR3,9.0
MIR3675,0.0
DCP1B,87.0
BX119917.1,0.0
POLR3B,98.755
HMGB1P5,84.475
SNORD115-41,0.0
AL672212.1,0.0
RN7SKP132,2.0
AC093767.1,1.0
TREM1,2270.999
CICP12,5.011
ARHGEF2,2084.9990000000003
AC012358.3,775.9309999999999
CRAMP1,306.432
AC097468.1,2.0
RNU4-43P,2.0
ZFP41,30.288
FAM155B,11.0
AC003982.1,1.0
ZNF157,126.13799999999999
OR2L8,2.031
AC005790.1,1.0
AC068305.3,0.0
LINC00905,12.0
TCF4-AS2,8.0
AC138089.1,0.0
AC239802.1,3.0
LAMC3,45.653
AC120338.1,58.158
DAZ1,1.7409999999999999
STBD1,39.069
AL162274.1,54.018
BLOC1S5,291.22700000000003
MIR3907,3.0
AC112721.2,2.0
AC023481.1,1.0
ELL2,1009.275
AC114812.3,12.76
BTN3A2,1334.167
AL356057.2,0.0
NCMAP,223.11200000000002
IMMP2L,131.001
AP000867.4,0.0
CHCHD7,503.48
AL354984.1,2.0
RNA5SP520,0.0
LINC01869,7.0
AP001993.1,79.0
GRM2,99.79700000000001
RN7SKP69,4.1339999999999995
AC022398.1,2.0
DROSHA,261.79999999999995
AC064874.1,4.0
MIR3613,2.0
LINC02146,22.0
AL096800.1,6.417000000000001
RDH14,59.0
FOXE3,9.0
HIC2,72.0
GNAT3,4.0
TM9SF2,3588.9999999999995
AC025588.2,0.0
EFCC1,8.0
KRT17P3,1.0
TSC1,778.889
RPS29P32,11.0
AL590133.2,140.83100000000002
TM4SF18,24.000999999999998
FTH1P5,0.0
RNU6-866P,46.98
Z84468.1,9.0
CCDC59,116.42500000000001
IL21R,442.53600000000006
MTCYBP12,1.0
AC003001.2,18.511
CCDC162P,172.785
AC016876.1,13.751000000000001
FOSB,84.892
AL121950.1,681.0239999999999
RN7SL575P,25.034000000000002
NACAP7,6.0
AC010834.2,3.582
DLX6-AS1_2,0.0
AC007598.1,36.0
CEP164P1,80.10699999999999
GOLGB1,564.727
AC110921.1,35.0
AC025588.4,1.0
KMT2E,3896.1679999999997
IGKJ5,29.0
GTF2IRD2P1,69.369
PIEZO1P2,11.0
SNORD115-22,1.743
AC022415.1,21.0
VAX1,26.166999999999998
BACE2-IT1,0.0
MEF2BNBP1,0.0
AC083843.1,6.0
MIR556,1.0
ACKR3,33.0
ANKS3,268.095
AP001596.2,3.0
BX276092.5,1.0190000000000001
GPATCH1,227.411
LINC01047,48.032999999999994
AC002070.1,4.462
AL929236.1,5.0
AP002498.1,88.575
C17orf75,476.149
RNU6-42P,14.26
SEC14L1,13298.166
TBL1XR1,5349.872000000001
RNU6-490P,4.048
MIR4302,0.0
EEF1A1P22,1.126
RNU7-152P,0.0
CDY3P,4.0
AC024937.2,7.606
KLHL3,229.23
PDAP1,605.239
SVIP,922.1139999999999
LINC02420,0.0
ATXN8OS,32.856
DNASE1,1105.877
KCTD14,2.0
AJ239321.1,6.77
RPGR,459.00000000000006
AL590491.1,13.543
PDCD2L,34.428
IFNG,5.0
AC002056.1,0.0
AC112484.3,1.213
AL355472.4,16.0
TMSB10P1,0.0
SYNGAP1,229.49699999999999
DOCK8,6711.351000000001
CLEC17A,558.2840000000001
CYB5B,503.302
RN7SL762P,17.0
IGLV2-18,36.573
MIR6890,0.0
PKIA,59.0
RNU6-1124P,0.0
AC117430.1,2.0
AC253576.2,67.0
AC127540.1,12.985
AC125336.1,7.0
LINC01787,66.5
AZGP1,12.335
AC007566.2,0.0
FBXO32,134.852
NHSL2,3992.4039999999995
TIGD2,47.0
AC012362.1,9.0
AC007041.1,3.388
MIR6888,0.0
TRGV11,1.0
DMXL2,3900.327
RC3H1,8436.853000000001
AC106712.1,66.20599999999999
RAD54B,55.288
MIR16-2,0.0
AC074366.1,276.366
RPS27AP13,7.0
LINC01291,63.175999999999995
AL592486.1,4.0
AC124312.1,0.0
IGKV1D-42,1.003
AC010343.2,3.0
RPL38P4,2.0
TARS2P1,8.0
TPT1-AS1,1444.739
CKLF-CMTM1,187.783
TICRR,72.12899999999999
CENPB,38.262
ECEL1,12.0
RPSAP11,1.002
MIR941-2,19.284000000000002
DLEU2_5,56.111000000000004
HECW1-IT1,9.0
AMPD3,1881.904
RNU6-245P,0.0
RN7SL403P,239.713
MIR8066,5.0
RN7SL448P,18.605
PTPN9,647.415
AL121652.1,106.0
OPTC,5.0
RNA5SP307,25.0
G0S2,21.0
AL357033.4,25.0
AC113208.3,51.0
MIR5683,0.0
AL133243.3,269.957
AC103974.2,0.0
VGLL1,0.0
WFDC9,3.0
BX537318.1,31.357
AC091799.1,2.031
RNU6-1098P,0.0
AC124254.1,49.45399999999999
VN2R9P,4.0
AC130289.1,1.0
GNG7,273.93899999999996
AC016999.1,6.0
DOCK9,335.0179999999999
OR4F7P,0.0
AP001469.1,48.49399999999999
TMEM185B,298.0
AL731574.1,0.0
FP325318.1,134.15200000000002
GDNF-AS1,80.557
PDIA5,111.80799999999999
AC090287.1,0.0
AC067863.2,98.62299999999999
SLC25A52,16.593
CU634019.1,0.0
DCBLD1,206.032
SSU72P8,0.0
PFN1P12,2.0
AF131215.4,165.0
AC023442.2,1.0
MRM3,88.002
SNORA1,667.7510000000001
RNA5SP194,1.0
AP002512.3,2.0
AC244517.9,1.0
AC016229.1,81.89699999999999
RN7SL156P,114.354
OR8G3P,0.0
ATG4D,56.724000000000004
RNU6-33P,100.68700000000001
TLX2,11.0
MTCO3P35,3.0
NAF1,290.065
ROCK1,3850.567
AL512506.3,7.295
RNU6-137P,3.1510000000000002
AL451137.1,125.726
RNU2-37P,16.023
DECR1,1772.027
AC092718.7,281.178
GEN1,689.624
ZNF268,1077.9640000000002
MIR3184,0.0
ITGA3,295.80800000000005
TMEM132E,7.0
LINC01999,8.0
IGLC7,8.022
ALG1L8P,2.0
AC079880.1,8.527000000000001
DNAJC3-AS1,154.789
AC027088.2,4.026
NMRK2,1.0
MIER3,353.999
RN7SL478P,16.346
LINC01831,4.0
AC011816.1,105.0
FAM74A1,1.8519999999999999
DDHD2,841.8910000000001
LINC01616,5.0
FAM106A,420.394
MIR4761,0.0
WDR24,15.08
EHMT2-AS1,2.0
AC023389.1,144.804
RPL12P35,2.165
AC018523.2,0.0
ZNFX1-AS1_2,27.629
AC007204.2,2.0
AC135012.3,18.0
AC024132.1,8.0
AL935212.1,13.56
RNU6ATAC42P,2.0
PAN3,4039.0170000000003
AC008937.3,185.96599999999998
TIAL1,3247.273
SMUG1P1,4.0
TRAV1-2,7.0
MIR4725,0.0
LINC00443,2.0
AC110751.1,2.0
DICER1,5951.950000000001
AL049874.3,620.316
PRAMEF4,7.694
RNU6-1072P,2.012
L1TD1,99.927
MPZL1,1889.9699999999998
AC016772.1,3.0
CHRNB1,275.386
LDLRAD2,7.0
AC106870.2,5.0
RNA5SP465,1.0
AC027097.2,382.748
AC244453.2,720.7310000000001
MIR6798,0.0
UQCR11,665.366
UBIAD1,287.58699999999993
AC022121.1,35.0
AL136982.1,474.954
LIPG,696.127
AC010969.2,125.575
CCL2,12.0
CCDC8,67.84
AQP6,56.535
AC084851.1,1.186
AC239868.2,1469.0610000000001
GDPD1,282.38500000000005
AC005837.2,74.02199999999999
ELP3,221.499
AL135999.1,232.454
AC012447.1,22.693
QRFP,10.0
GACAT2,0.0
RPL21P11,1.439
KLC1,3337.7210000000005
LAPTM4A,1072.0
MTATP6P1,236.03400000000002
DDC-AS1,3.0
HYI,5.6000000000000005
AC137936.2,3.0
FIBP,331.74100000000004
RPS16P9,1.0
AL359641.1,268.497
AC092143.2,0.0
AC009955.1,0.0
AC010181.2,2.0
MOSPD3,27.0
ALDH1L1-AS2,8.0
ITGB2-AS1,386.6690000000001
AC233699.1,370.903
CEACAMP4,1.0
RASEF,1075.729
IL17RB,61.0
CAPRIN1,1306.0
USP1,340.0
CD44,4005.847
AC087894.2,1.1079999999999999
MRPL4,449.531
NXF2,0.0
PVRIG2P,0.0
AC008438.2,2.0
AC024958.1,0.0
AC020765.3,4.527
ZNF585B,703.0100000000001
AL589765.1,3.0
RNF146,626.0
AP005901.1,354.418
ZNF547,43.971000000000004
MRPL28,55.99999999999999
AC025428.2,13.0
AC073529.1,103.0
AC139887.3,3.0
CPA2,8.0
RHOQP2,0.0
AP003497.1,2.0
FO393412.1,0.0
MRGPRG,1.0
RN7SL307P,10.0
AC005035.1,275.536
MIR8075,35.0
NOXO1,15.882
SERPINB8,188.0
STATH,6.0
AL445665.1,19.262
AC244197.2,28.873
ATP1B1,61.517
PPP2CB,499.217
PIK3CG,1221.71
RTEL1-TNFRSF6B,19.586999999999996
AC006965.1,0.0
AL139002.1,239.015
AC007686.2,23.0
AC099499.1,2.0
NPM1P46,8.116
GANAB,1497.94
TRGV10,17.0
MYCLP2,3.0
CACNA1H,12.0
AL161637.1,1.0
ADGRA3,286.896
NUP62CL,50.102999999999994
AL445363.1,122.836
AC145285.4,75.89
AC092279.1,647.441
CCDC144NL,84.67099999999999
TNFRSF4,3.0
MYLKP1,2.0
AC009021.1,46.034
AC053527.1,13.0
SHB,2.14
SCAMP1-AS1,252.45499999999998
MTCO1P44,1.0
AC068385.1,0.0
UBE2V1P15,1.0
RFPL4AP7,2.0
AC025171.5,23.0
AL133163.3,151.622
FARP1-AS1,0.0
POLK,848.072
AL137058.3,243.483
RPL3P9,1.003
RPS20P23,2.0
MIR3909,4.0
AC097381.2,4.0
OR8B12,5.0
MTCYBP16,10.0
AC090409.2,10.0
AC098799.1,4.0
AL049649.1,2.0
HSPE1P3,39.326
CHD5,30.143
LINC01218,4.0
PTRH2,404.69899999999996
LINC02062,27.0
TRAJ1,1.0
KIAA1324,1874.3589999999997
EXOC6,1038.9950000000001
Z95327.1,15.713
LINC01851,3.0
PRB3,6.0
ABCB11,15.0
ELK1,96.0
AC025171.1,180.68599999999998
LRRC29,47.999
AC011471.2,32.0
AL121603.2,69.586
AC024896.1,375.168
MIR6500,2.0
AC096920.1,1.0
PCDHAC2,7.944
AL138720.1,54.645
TOR1AIP1,1520.66
CLDN4,189.151
NPM1P45,1.0
PPT2,47.016
AL606804.1,13.0
AL109913.1,0.0
TDRD1,102.649
PPEF1,47.352999999999994
RAB10,2948.9990000000003
AL137804.1,0.0
RNU6-339P,0.0
ATP5J2P5,2.028
CGA,44.661
DERL3,100.0
AL133299.1,0.0
MEIS1-AS2,10.0
AC013470.1,7.0
LINC00466,136.97199999999998
DLGAP4-AS1,116.94900000000001
AC092490.1,1588.6
LINC00641,988.528
MAN1C1,333.346
TRGC1,132.585
AC123788.2,1.0
AC096708.4,4.0
GUF1,413.677
AC104066.1,68.815
TRBV6-7,1.0
CNKSR3,1458.634
RHOH,740.8699999999999
MDP1,26.535999999999998
AC073062.1,9.441
KMT2A,1391.603
RNU7-143P,0.0
SNORD116-28,0.0
RNU6-491P,1.0
MSRA,353.861
CEBPZOS,948.2719999999999
RNA5SP341,7.0
AL136501.1,0.0
AL355480.2,0.0
TIMP4,1.0
MYADML2,0.0
CRMP1,20.205
